Year,StockKeyLabel,FisheriesGuild,AssessmentYear,F,FMSY,SSB,MSYBtrigger,catches,landings,discards
2016,hke.27.3a46-8abd,demersal,2019,0.24,0.27,312407,56000,121847,109106,12741
2017,hke.27.3a46-8abd,demersal,2019,0.26,0.27,297848,56000,112057,104671,7386
2018,hke.27.3a46-8abd,demersal,2019,0.22,0.27,277482,56000,96188,89695,6493
1982,hke.27.8c9a,demersal,2019,0.36,0.25,41104,11100,17592,17592,0
1983,hke.27.8c9a,demersal,2019,0.442,0.25,45800,11100,22950,22950,0
1984,hke.27.8c9a,demersal,2019,0.45,0.25,43048,11100,22179,22179,0
1985,hke.27.8c9a,demersal,2019,0.419,0.25,43141,11100,18941,18941,0
1986,hke.27.8c9a,demersal,2019,0.445,0.25,40024,11100,17161,17161,0
1987,hke.27.8c9a,demersal,2019,0.509,0.25,36766,11100,16185,16185,0
1988,hke.27.8c9a,demersal,2019,0.653,0.25,27027,11100,16653,16653,0
1989,hke.27.8c9a,demersal,2019,0.65,0.25,19896,11100,13786,13786,0
1990,hke.27.8c9a,demersal,2019,0.695,0.25,16279,11100,13190,13190,0
1991,hke.27.8c9a,demersal,2019,0.69,0.25,16450,11100,12827,12827,0
1992,hke.27.8c9a,demersal,2019,0.84,0.25,15513,11100,14271,13798,473
1993,hke.27.8c9a,demersal,2019,0.908,0.25,12767,11100,12167,11484,683
1994,hke.27.8c9a,demersal,2019,0.894,0.25,8899,11100,10859,9865,994
1995,hke.27.8c9a,demersal,2019,1.186,0.25,7093,11100,14341,12239,2102
1996,hke.27.8c9a,demersal,2019,1.158,0.25,8512,11100,11625,9715,1910
1997,hke.27.8c9a,demersal,2019,1.18,0.25,6477,11100,10768,8498,2270
1998,hke.27.8c9a,demersal,2019,0.943,0.25,5706,11100,9364,7683,1681
1999,hke.27.8c9a,demersal,2019,0.792,0.25,7401,11100,8689,7170,1519
2000,hke.27.8c9a,demersal,2019,0.886,0.25,8666,11100,9737,7902,1835
2001,hke.27.8c9a,demersal,2019,0.868,0.25,8791,11100,9242,7580,1662
2002,hke.27.8c9a,demersal,2019,0.831,0.25,9161,11100,8182,6690,1492
2003,hke.27.8c9a,demersal,2019,0.846,0.25,8880,11100,8205,6744,1461
2004,hke.27.8c9a,demersal,2019,0.741,0.25,8830,11100,7855,6942,913
2005,hke.27.8c9a,demersal,2019,0.792,0.25,9158,11100,10310,8333,1978
2006,hke.27.8c9a,demersal,2019,0.914,0.25,10432,11100,14077,10816,3262
2007,hke.27.8c9a,demersal,2019,0.978,0.25,12206,11100,17436,14932,2504
2008,hke.27.8c9a,demersal,2019,0.944,0.25,11955,11100,19106,16795,2311
2009,hke.27.8c9a,demersal,2019,0.979,0.25,13983,11100,22175,19240,2935
2010,hke.27.8c9a,demersal,2019,0.744,0.25,13837,11100,16948,15368,1580
2011,hke.27.8c9a,demersal,2019,0.854,0.25,16461,11100,19010,17062,1948
2012,hke.27.8c9a,demersal,2019,0.865,0.25,15247,11100,16396,14573,1823
2013,hke.27.8c9a,demersal,2019,0.752,0.25,13166,11100,13906,11353,2553
2014,hke.27.8c9a,demersal,2019,0.862,0.25,15533,11100,14478,11875,2602
2015,hke.27.8c9a,demersal,2019,0.789,0.25,13267,11100,13839,11547,2292
2016,hke.27.8c9a,demersal,2019,0.832,0.25,13229,11100,14523,12210,2313
2017,hke.27.8c9a,demersal,2019,0.618,0.25,14199,11100,10779,9103,1676
2018,hke.27.8c9a,demersal,2019,0.596,0.25,16619,11100,12065,10123,1942
1982,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.019,0.074,2328100,1168272,61197,61197,0
1983,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.025,0.074,2480650,1168272,90442,90442,0
1984,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.022,0.074,2629270,1168272,96244,96244,0
1985,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.018,0.074,3097870,1168272,96343,96343,0
1986,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.022,0.074,4443340,1168272,137499,137499,0
1987,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.028,0.074,5253010,1168272,187338,187338,0
1988,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.031,0.074,5325910,1168272,210989,210989,0
1989,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.032,0.074,5131330,1168272,209583,209583,0
1990,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.045,0.074,4871080,1168272,275968,275968,0
1991,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.051,0.074,4553440,1168272,287438,287438,0
1992,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.077,0.074,4170400,1168272,393631,393631,0
1993,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.103,0.074,3644200,1168272,453246,453246,0
1994,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.108,0.074,3078290,1168272,412291,412291,0
1995,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.16,0.074,2663000,1168272,538950,538950,0
1996,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.14,0.074,2302530,1168272,422396,422396,0
1997,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.196,0.074,2147540,1168272,534673,534673,0
1998,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.133,0.074,1911070,1168272,325340,325340,0
1999,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.134,0.074,1799520,1168272,298992,298992,0
2000,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.099,0.074,1621070,1168272,202732,202350,382
2001,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.122,0.074,1482230,1168272,229081,228827,254
2002,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.111,0.074,1328200,1168272,196120,195813,307
2003,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.106,0.074,1239480,1168272,191856,191014,842
2004,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.081,0.074,1271170,1168272,159742,157386,2356
2005,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.086,0.074,1536410,1168272,182001,180199,1802
2006,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.073,0.074,1651270,1168272,155827,154474,1353
2007,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.059,0.074,1629560,1168272,123356,122985,370
2008,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.071,0.074,1585800,1168272,143349,142875,474
2009,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.098,0.074,1484240,1168272,183782,183335,447
2010,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.118,0.074,1331920,1168272,203112,202680,432
2011,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.121,0.074,1211620,1168272,193698,193268,430
2012,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.115,0.074,1164950,1168272,169859,166579,3279
2013,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.124,0.074,1087630,1168272,165258,160676,4582
2014,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.115,0.074,955525,1168272,136360,134463,1896
2015,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.09,0.074,838866,1168272,98419,94192,4228
2016,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.093,0.074,786772,1168272,98810,94393,4417
2017,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.076,0.074,761613,1168272,82961,79033,3928
2018,hom.27.2a4a5b6a7a-ce-k8,pelagic,2019,0.087,0.074,811685,1168272,101682,99072,2609
2017,ldb.27.7b-k8abd,benthic,2019,NA,NA,NA,NA,1270,594,676
2018,ldb.27.7b-k8abd,benthic,2019,NA,NA,NA,NA,1278,913,365
1986,ldb.27.8c9a,benthic,2019,0.448,0.193,4294,4600,1408,1124,284
1987,ldb.27.8c9a,benthic,2019,0.452,0.193,6027,4600,2021,1688,333
1988,ldb.27.8c9a,benthic,2019,0.481,0.193,6732,4600,2586,2223,363
1989,ldb.27.8c9a,benthic,2019,0.627,0.193,6725,4600,3037,2629,408
1990,ldb.27.8c9a,benthic,2019,0.46,0.193,5957,4600,2354,1945,409
1991,ldb.27.8c9a,benthic,2019,0.393,0.193,5747,4600,2129,1682,447
1992,ldb.27.8c9a,benthic,2019,0.619,0.193,5428,4600,2353,1916,437
1993,ldb.27.8c9a,benthic,2019,0.507,0.193,5305,4600,1822,1384,438
1994,ldb.27.8c9a,benthic,2019,0.483,0.193,5572,4600,1920,1403,517
1995,ldb.27.8c9a,benthic,2019,0.604,0.193,4977,4600,2058,1652,406
1996,ldb.27.8c9a,benthic,2019,0.55,0.193,4393,4600,1466,1098,368
1997,ldb.27.8c9a,benthic,2019,0.358,0.193,3872,4600,1204,896,308
1998,ldb.27.8c9a,benthic,2019,0.411,0.193,4546,4600,1501,1123,378
1999,ldb.27.8c9a,benthic,2019,0.424,0.193,4059,4600,1442,1125,317
2000,ldb.27.8c9a,benthic,2019,0.485,0.193,3818,4600,1414,1041,373
2001,ldb.27.8c9a,benthic,2019,0.538,0.193,3224,4600,1221,931,290
2002,ldb.27.8c9a,benthic,2019,0.421,0.193,3412,4600,1028,720,308
2003,ldb.27.8c9a,benthic,2019,0.324,0.193,3750,4600,1067,876,191
2004,ldb.27.8c9a,benthic,2019,0.446,0.193,4078,4600,1354,1006,348
2005,ldb.27.8c9a,benthic,2019,0.381,0.193,4085,4600,1358,983,375
2006,ldb.27.8c9a,benthic,2019,0.453,0.193,4683,4600,1427,1092,335
2007,ldb.27.8c9a,benthic,2019,0.363,0.193,4623,4600,1396,1104,292
2008,ldb.27.8c9a,benthic,2019,0.274,0.193,5345,4600,1182,980,202
2009,ldb.27.8c9a,benthic,2019,0.299,0.193,5277,4600,1413,1134,279
2010,ldb.27.8c9a,benthic,2019,0.268,0.193,5767,4600,1562,1297,265
2011,ldb.27.8c9a,benthic,2019,0.263,0.193,5348,4600,1397,1128,269
2012,ldb.27.8c9a,benthic,2019,0.23,0.193,6109,4600,1321,952,369
2013,ldb.27.8c9a,benthic,2019,0.302,0.193,5616,4600,1427,931,496
2014,ldb.27.8c9a,benthic,2019,0.36,0.193,6394,4600,1942,1154,788
2015,ldb.27.8c9a,benthic,2019,0.43,0.193,6413,4600,1745,1148,597
2016,ldb.27.8c9a,benthic,2019,0.218,0.193,6716,4600,1419,1087,332
2017,ldb.27.8c9a,benthic,2019,0.188,0.193,7172,4600,1173,926,246
2018,ldb.27.8c9a,benthic,2019,0.091,0.193,7450,4600,906,814,92
1984,meg.27.7b-k8abd,benthic,2019,0.212,0.191,70170,41800,18828,16659,2169
1985,meg.27.7b-k8abd,benthic,2019,0.239,0.191,71135,41800,19597,17865,1732
1986,meg.27.7b-k8abd,benthic,2019,0.231,0.191,71619,41800,21248,18927,2321
1987,meg.27.7b-k8abd,benthic,2019,0.228,0.191,75015,41800,18819,17114,1705
1988,meg.27.7b-k8abd,benthic,2019,0.26,0.191,65548,41800,19302,17577,1725
1989,meg.27.7b-k8abd,benthic,2019,0.334,0.191,55274,41800,21815,19233,2582
1990,meg.27.7b-k8abd,benthic,2019,0.38,0.191,47415,41800,17654,14370,3284
1991,meg.27.7b-k8abd,benthic,2019,0.435,0.191,48531,41800,18376,15094,3282
1992,meg.27.7b-k8abd,benthic,2019,0.358,0.191,50107,41800,18588,15600,2988
1993,meg.27.7b-k8abd,benthic,2019,0.372,0.191,54241,41800,18037,14929,3108
1994,meg.27.7b-k8abd,benthic,2019,0.333,0.191,53076,41800,16968,13684,3284
1995,meg.27.7b-k8abd,benthic,2019,0.351,0.191,59159,41800,18514,15862,2652
1996,meg.27.7b-k8abd,benthic,2019,0.352,0.191,53175,41800,18135,15109,3026
1997,meg.27.7b-k8abd,benthic,2019,0.311,0.191,56650,41800,17296,14230,3066
1998,meg.27.7b-k8abd,benthic,2019,0.331,0.191,58995,41800,19716,14345,5371
1999,meg.27.7b-k8abd,benthic,2019,0.342,0.191,49731,41800,16601,13305,3297
2000,meg.27.7b-k8abd,benthic,2019,0.348,0.191,50539,41800,16901,15031,1870
2001,meg.27.7b-k8abd,benthic,2019,0.419,0.191,52117,41800,18040,15778,2262
2002,meg.27.7b-k8abd,benthic,2019,0.486,0.191,47472,41800,18800,15987,2813
2003,meg.27.7b-k8abd,benthic,2019,0.506,0.191,44304,41800,19719,15711,4008
2004,meg.27.7b-k8abd,benthic,2019,0.442,0.191,39194,41800,20602,14358,6243
2005,meg.27.7b-k8abd,benthic,2019,0.543,0.191,38711,41800,16163,12888,3275
2006,meg.27.7b-k8abd,benthic,2019,0.411,0.191,37066,41800,15788,12037,3751
2007,meg.27.7b-k8abd,benthic,2019,0.458,0.191,40479,41800,16092,13060,3033
2008,meg.27.7b-k8abd,benthic,2019,0.341,0.191,44100,41800,13908,11048,2860
2009,meg.27.7b-k8abd,benthic,2019,0.359,0.191,53399,41800,18342,15064,3278
2010,meg.27.7b-k8abd,benthic,2019,0.393,0.191,53393,41800,20444,15101,5343
2011,meg.27.7b-k8abd,benthic,2019,0.364,0.191,46324,41800,17413,13226,4187
2012,meg.27.7b-k8abd,benthic,2019,0.327,0.191,48423,41800,18137,14433,3704
2013,meg.27.7b-k8abd,benthic,2019,0.354,0.191,52601,41800,20910,16025,4885
2014,meg.27.7b-k8abd,benthic,2019,0.277,0.191,64290,41800,15846,13277,2569
2015,meg.27.7b-k8abd,benthic,2019,0.235,0.191,58462,41800,13076,11569,1507
2016,meg.27.7b-k8abd,benthic,2019,0.239,0.191,68221,41800,13992,11548,2445
2017,meg.27.7b-k8abd,benthic,2019,0.253,0.191,68846,41800,15957,13784,2173
2018,meg.27.7b-k8abd,benthic,2019,0.179,0.191,95488,41800,14133,12279,1855
1986,meg.27.8c9a,benthic,2019,0.393,0.191,2222,980,705,659,46
1987,meg.27.8c9a,benthic,2019,0.357,0.191,1868,980,537,497,40
1988,meg.27.8c9a,benthic,2019,0.506,0.191,2137,980,858,817,42
1989,meg.27.8c9a,benthic,2019,0.441,0.191,2298,980,761,714,47
1990,meg.27.8c9a,benthic,2019,0.453,0.191,2379,980,1022,977,45
1991,meg.27.8c9a,benthic,2019,0.467,0.191,1610,980,655,614,41
1992,meg.27.8c9a,benthic,2019,0.444,0.191,1534,980,558,516,42
1993,meg.27.8c9a,benthic,2019,0.328,0.191,1399,980,421,383,38
1994,meg.27.8c9a,benthic,2019,0.417,0.191,1212,980,492,479,13
1995,meg.27.8c9a,benthic,2019,0.293,0.191,981,980,258,218,40
1996,meg.27.8c9a,benthic,2019,0.254,0.191,1323,980,373,329,44
1997,meg.27.8c9a,benthic,2019,0.274,0.191,1367,980,408,356,52
1998,meg.27.8c9a,benthic,2019,0.407,0.191,1358,980,482,446,36
1999,meg.27.8c9a,benthic,2019,0.349,0.191,1126,980,386,343,43
2000,meg.27.8c9a,benthic,2019,0.331,0.191,1199,980,288,253,35
2001,meg.27.8c9a,benthic,2019,0.269,0.191,900,980,194,175,19
2002,meg.27.8c9a,benthic,2019,0.167,0.191,839,980,136,117,19
2003,meg.27.8c9a,benthic,2019,0.179,0.191,947,980,149,134,15
2004,meg.27.8c9a,benthic,2019,0.191,0.191,797,980,160,149,11
2005,meg.27.8c9a,benthic,2019,0.244,0.191,842,980,166,147,19
2006,meg.27.8c9a,benthic,2019,0.411,0.191,809,980,226,210,16
2007,meg.27.8c9a,benthic,2019,0.259,0.191,727,980,155,155,0
2008,meg.27.8c9a,benthic,2019,0.221,0.191,660,980,144,133,11
2009,meg.27.8c9a,benthic,2019,0.12,0.191,667,980,95,84,11
2010,meg.27.8c9a,benthic,2019,0.076,0.191,727,980,88,83,5
2011,meg.27.8c9a,benthic,2019,0.289,0.191,1112,980,371,302,69
2012,meg.27.8c9a,benthic,2019,0.265,0.191,1164,980,293,262,31
2013,meg.27.8c9a,benthic,2019,0.224,0.191,1010,980,250,231,18
2014,meg.27.8c9a,benthic,2019,0.445,0.191,1062,980,399,377,23
2015,meg.27.8c9a,benthic,2019,0.448,0.191,931,980,297,276,21
2016,meg.27.8c9a,benthic,2019,0.249,0.191,1417,980,298,235,63
2017,meg.27.8c9a,benthic,2019,0.155,0.191,1927,980,288,247,41
2018,meg.27.8c9a,benthic,2019,0.171,0.191,2094,980,352,315,37
1986,mon.27.78abd,benthic,2019,0.324,0.28,42716,22278,26814,24981,1833
1987,mon.27.78abd,benthic,2019,0.344,0.28,48955,22278,24785,23091,1694
1988,mon.27.78abd,benthic,2019,0.371,0.28,47044,22278,22878,21314,1564
1989,mon.27.78abd,benthic,2019,0.418,0.28,40730,22278,25777,24015,1762
1990,mon.27.78abd,benthic,2019,0.414,0.28,35407,22278,22521,20982,1539
1991,mon.27.78abd,benthic,2019,0.397,0.28,35811,22278,17993,16763,1230
1992,mon.27.78abd,benthic,2019,0.291,0.28,32562,22278,14616,13617,999
1993,mon.27.78abd,benthic,2019,0.291,0.28,33258,22278,15988,14895,1093
1994,mon.27.78abd,benthic,2019,0.373,0.28,29573,22278,18463,17201,1262
1995,mon.27.78abd,benthic,2019,0.389,0.28,30118,22278,22576,21033,1543
1996,mon.27.78abd,benthic,2019,0.41,0.28,32872,22278,25045,23333,1712
1997,mon.27.78abd,benthic,2019,0.48,0.28,33097,22278,24669,22983,1686
1998,mon.27.78abd,benthic,2019,0.451,0.28,31941,22278,21976,20474,1502
1999,mon.27.78abd,benthic,2019,0.552,0.28,29924,22278,20171,18792,1379
2000,mon.27.78abd,benthic,2019,0.367,0.28,22476,22278,15511,14451,1060
2001,mon.27.78abd,benthic,2019,0.484,0.28,23853,22278,18563,17294,1269
2002,mon.27.78abd,benthic,2019,0.474,0.28,20754,22278,23703,22083,1620
2003,mon.27.78abd,benthic,2019,0.548,0.28,20853,22278,30416,27933,2482
2004,mon.27.78abd,benthic,2019,0.633,0.28,18590,22278,31366,29028,2338
2005,mon.27.78abd,benthic,2019,0.517,0.28,20171,22278,29931,27869,2062
2006,mon.27.78abd,benthic,2019,0.394,0.28,23219,22278,28533,27652,881
2007,mon.27.78abd,benthic,2019,0.424,0.28,26406,22278,32014,31213,801
2008,mon.27.78abd,benthic,2019,0.429,0.28,32129,22278,28024,27053,971
2009,mon.27.78abd,benthic,2019,0.448,0.28,38790,22278,23862,21835,2027
2010,mon.27.78abd,benthic,2019,0.459,0.28,33235,22278,24799,22215,2584
2011,mon.27.78abd,benthic,2019,0.378,0.28,30476,22278,26434,24657,1777
2012,mon.27.78abd,benthic,2019,0.431,0.28,32414,22278,30522,28188,2334
2013,mon.27.78abd,benthic,2019,0.376,0.28,33666,22278,32293,30611,1682
2014,mon.27.78abd,benthic,2019,0.405,0.28,38479,22278,30329,28474,1854
2015,mon.27.78abd,benthic,2019,0.341,0.28,46718,22278,30173,27859,2314
2016,mon.27.78abd,benthic,2019,0.329,0.28,45627,22278,32663,29083,3581
2017,mon.27.78abd,benthic,2019,0.321,0.28,52119,22278,27835,25634,2202
2018,mon.27.78abd,benthic,2019,0.25,0.28,55785,22278,23768,22371,1396
2015,rjm.27.8,elasmobranch,2018,NA,NA,1.29,NA,198,190,9
2016,rjm.27.8,elasmobranch,2018,NA,NA,1.37,NA,222,159,63
2017,rjm.27.8,elasmobranch,2018,NA,NA,1.31,NA,188,180,8
2015,rjn.27.8c,elasmobranch,2018,NA,NA,0.31,NA,37,26,11
2016,rjn.27.8c,elasmobranch,2018,NA,NA,0.44,NA,34,23,11
2017,rjn.27.8c,elasmobranch,2018,NA,NA,0.67,NA,22,18,3
2015,rjn.27.9a,elasmobranch,2018,NA,NA,1.92,NA,23,19,4
2016,rjn.27.9a,elasmobranch,2018,NA,NA,1.39,NA,100,59,41
2017,rjn.27.9a,elasmobranch,2018,NA,NA,3.06,NA,63,41,22
2011,rju.27.8ab,elasmobranch,2018,NA,NA,NA,NA,65,2,63
2012,rju.27.8ab,elasmobranch,2018,NA,NA,NA,NA,206,3,203
2013,rju.27.8ab,elasmobranch,2018,NA,NA,NA,NA,230,0,230
2014,rju.27.8ab,elasmobranch,2018,NA,NA,NA,NA,248,7,241
2015,rju.27.8ab,elasmobranch,2018,NA,NA,NA,NA,272,8,264
2016,rju.27.8ab,elasmobranch,2018,NA,NA,NA,NA,225,14,211
2017,rju.27.8ab,elasmobranch,2018,NA,NA,NA,NA,336,22,314
2014,sbr.27.6-8,demersal,2018,NA,NA,NA,NA,259,256,2
2015,sbr.27.6-8,demersal,2018,NA,NA,NA,NA,179,177,2
2016,sbr.27.6-8,demersal,2018,NA,NA,NA,NA,165,164,1
2017,sbr.27.6-8,demersal,2018,NA,NA,NA,NA,125,124,1
2003,sho.27.89a,elasmobranch,2019,NA,NA,0.488,NA,622,33,589
2004,sho.27.89a,elasmobranch,2019,NA,NA,0.717,NA,534,64,470
2005,sho.27.89a,elasmobranch,2019,NA,NA,1.102,NA,624,91,533
2006,sho.27.89a,elasmobranch,2019,NA,NA,1.229,NA,651,97,554
2007,sho.27.89a,elasmobranch,2019,NA,NA,0.879,NA,1193,130,1063
2008,sho.27.89a,elasmobranch,2019,NA,NA,1.109,NA,365,116,249
2009,sho.27.89a,elasmobranch,2019,NA,NA,0.912,NA,997,93,904
2010,sho.27.89a,elasmobranch,2019,NA,NA,0.626,NA,1338,32,1306
2011,sho.27.89a,elasmobranch,2019,NA,NA,1.159,NA,740,3,737
2012,sho.27.89a,elasmobranch,2019,NA,NA,1.014,NA,1480,11,1469
2013,sho.27.89a,elasmobranch,2019,NA,NA,1.191,NA,785,16,769
2014,sho.27.89a,elasmobranch,2019,NA,NA,1.285,NA,1206,75,1131
2015,sho.27.89a,elasmobranch,2019,NA,NA,0.957,NA,196,148,48
2016,sho.27.89a,elasmobranch,2019,NA,NA,1.122,NA,336,167,169
