Year,StockKeyLabel,FisheriesGuild,AssessmentYear,F,FMSY,SSB,MSYBtrigger,catches,landings,discards
1986,sol.27.8ab,benthic,2019,0.365,0.33,14466,10600,NA,4805,NA
1987,sol.27.8ab,benthic,2019,0.371,0.33,15458,10600,5284,5086,198
1988,sol.27.8ab,benthic,2019,0.4,0.33,15331,10600,5636,5382,254
1989,sol.27.8ab,benthic,2019,0.497,0.33,14432,10600,6201,5845,356
1990,sol.27.8ab,benthic,2019,0.454,0.33,14779,10600,6219,5916,303
1991,sol.27.8ab,benthic,2019,0.42,0.33,14736,10600,5767,5569,198
1992,sol.27.8ab,benthic,2019,0.61,0.33,15928,10600,6673,6550,123
1993,sol.27.8ab,benthic,2019,0.527,0.33,16328,10600,6524,6420,104
1994,sol.27.8ab,benthic,2019,0.649,0.33,15797,10600,7413,7229,184
1995,sol.27.8ab,benthic,2019,0.577,0.33,14194,10600,6335,6205,130
1996,sol.27.8ab,benthic,2019,0.546,0.33,13770,10600,5996,5854,142
1997,sol.27.8ab,benthic,2019,0.611,0.33,13280,10600,6377,6259,118
1998,sol.27.8ab,benthic,2019,0.541,0.33,13199,10600,6154,6027,127
1999,sol.27.8ab,benthic,2019,0.628,0.33,12298,10600,5359,5249,110
2000,sol.27.8ab,benthic,2019,0.629,0.33,11813,10600,5811,5760,51
2001,sol.27.8ab,benthic,2019,0.57,0.33,10546,10600,4875,4836,39
2002,sol.27.8ab,benthic,2019,0.83,0.33,9779,10600,5508,5486,22
2003,sol.27.8ab,benthic,2019,0.488,0.33,9609,10600,4129,4108,21
2004,sol.27.8ab,benthic,2019,0.369,0.33,11122,10600,NA,4002,NA
2005,sol.27.8ab,benthic,2019,0.464,0.33,11489,10600,NA,4539,NA
2006,sol.27.8ab,benthic,2019,0.441,0.33,12087,10600,NA,4793,NA
2007,sol.27.8ab,benthic,2019,0.458,0.33,11138,10600,NA,4363,NA
2008,sol.27.8ab,benthic,2019,0.5,0.33,11025,10600,NA,4299,NA
2009,sol.27.8ab,benthic,2019,0.482,0.33,10836,10600,NA,3650,NA
2010,sol.27.8ab,benthic,2019,0.432,0.33,12756,10600,NA,3966,NA
2011,sol.27.8ab,benthic,2019,0.404,0.33,14571,10600,NA,4632,NA
2012,sol.27.8ab,benthic,2019,0.475,0.33,14152,10600,NA,4321,NA
2013,sol.27.8ab,benthic,2019,0.457,0.33,13244,10600,NA,4235,NA
2014,sol.27.8ab,benthic,2019,0.451,0.33,10597,10600,NA,3928,NA
2015,sol.27.8ab,benthic,2019,0.442,0.33,10178,10600,3706,3644,62
2016,sol.27.8ab,benthic,2019,0.383,0.33,10617,10600,3366,3232,134
2017,sol.27.8ab,benthic,2019,0.301,0.33,12503,10600,3299,3244,55
2018,sol.27.8ab,benthic,2019,0.374,0.33,11338,10600,3684,3469,215
2019,sol.27.8ab,benthic,2019,NA,0.33,12653,10600,NA,NA,NA
2000,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,159,NA
2001,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,189,NA
2002,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,115,NA
2003,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,116,NA
2004,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,171,NA
2005,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,520,NA
2006,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,467,NA
2007,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,380,NA
2008,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,454,NA
2009,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,450,NA
2010,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,581,NA
2011,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,644,NA
2012,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,589,NA
2013,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,687,NA
2014,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,681,NA
2015,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,646,NA
2016,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,557,NA
2017,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,595,NA
2018,sol.27.8c9a,benthic,2019,NA,NA,NA,NA,NA,579,NA
1997,syc.27.8abd,elasmobranch,2019,NA,NA,0.298,NA,NA,967,NA
1998,syc.27.8abd,elasmobranch,2019,NA,NA,0.224,NA,NA,1320,NA
1999,syc.27.8abd,elasmobranch,2019,NA,NA,0.283,NA,NA,669,NA
2000,syc.27.8abd,elasmobranch,2019,NA,NA,0.371,NA,NA,1115,NA
2001,syc.27.8abd,elasmobranch,2019,NA,NA,0.573,NA,NA,1142,NA
2002,syc.27.8abd,elasmobranch,2019,NA,NA,0.887,NA,NA,1145,NA
2003,syc.27.8abd,elasmobranch,2019,NA,NA,0.311,NA,3647,1366,2281
2004,syc.27.8abd,elasmobranch,2019,NA,NA,1.01,NA,2891,1438,1453
2005,syc.27.8abd,elasmobranch,2019,NA,NA,0.765,NA,2269,1597,672
2006,syc.27.8abd,elasmobranch,2019,NA,NA,0.699,NA,3494,1598,1896
2007,syc.27.8abd,elasmobranch,2019,NA,NA,1.328,NA,3062,1691,1371
2008,syc.27.8abd,elasmobranch,2019,NA,NA,2.391,NA,2804,1863,941
2009,syc.27.8abd,elasmobranch,2019,NA,NA,1.718,NA,3632,1586,2046
2010,syc.27.8abd,elasmobranch,2019,NA,NA,1.34,NA,2738,1415,1323
2011,syc.27.8abd,elasmobranch,2019,NA,NA,1.917,NA,6447,1330,5117
2012,syc.27.8abd,elasmobranch,2019,NA,NA,1.133,NA,7945,1418,6527
2013,syc.27.8abd,elasmobranch,2019,NA,NA,1.031,NA,4680,960,3720
2014,syc.27.8abd,elasmobranch,2019,NA,NA,0.977,NA,8042,838,7204
2015,syc.27.8abd,elasmobranch,2019,NA,NA,1.242,NA,10041,891,9150
2016,syc.27.8abd,elasmobranch,2019,NA,NA,1.477,NA,10186,976,9210
2017,syc.27.8abd,elasmobranch,2019,NA,NA,NA,NA,7297,1195,6102
2018,syc.27.8abd,elasmobranch,2019,NA,NA,1.024,NA,8148,1092,7056
1993,syc.27.8c9a,elasmobranch,2019,NA,NA,0.57,NA,NA,NA,NA
1994,syc.27.8c9a,elasmobranch,2019,NA,NA,0.59,NA,NA,NA,NA
1995,syc.27.8c9a,elasmobranch,2019,NA,NA,0.65,NA,NA,NA,NA
1996,syc.27.8c9a,elasmobranch,2019,NA,NA,0.48,NA,NA,1098,NA
1997,syc.27.8c9a,elasmobranch,2019,NA,NA,0.78,NA,NA,1163,NA
1998,syc.27.8c9a,elasmobranch,2019,NA,NA,0.47,NA,NA,1093,NA
1999,syc.27.8c9a,elasmobranch,2019,NA,NA,0.34,NA,NA,1374,NA
2000,syc.27.8c9a,elasmobranch,2019,NA,NA,0.89,NA,NA,960,NA
2001,syc.27.8c9a,elasmobranch,2019,NA,NA,0.78,NA,NA,974,NA
2002,syc.27.8c9a,elasmobranch,2019,NA,NA,0.41,NA,NA,831,NA
2003,syc.27.8c9a,elasmobranch,2019,NA,NA,0.47,NA,NA,987,NA
2004,syc.27.8c9a,elasmobranch,2019,NA,NA,0.57,NA,NA,900,NA
2005,syc.27.8c9a,elasmobranch,2019,NA,NA,0.91,NA,NA,866,NA
2006,syc.27.8c9a,elasmobranch,2019,NA,NA,1.12,NA,NA,925,NA
2007,syc.27.8c9a,elasmobranch,2019,NA,NA,0.95,NA,NA,923,NA
2008,syc.27.8c9a,elasmobranch,2019,NA,NA,1.11,NA,NA,819,NA
2009,syc.27.8c9a,elasmobranch,2019,NA,NA,0.98,NA,NA,765,NA
2010,syc.27.8c9a,elasmobranch,2019,NA,NA,0.9,NA,NA,858,NA
2011,syc.27.8c9a,elasmobranch,2019,NA,NA,1.01,NA,NA,905,NA
2012,syc.27.8c9a,elasmobranch,2019,NA,NA,1.13,NA,NA,1099,NA
2013,syc.27.8c9a,elasmobranch,2019,NA,NA,1.88,NA,NA,1097,NA
2014,syc.27.8c9a,elasmobranch,2019,NA,NA,1.48,NA,NA,985,NA
2015,syc.27.8c9a,elasmobranch,2019,NA,NA,1.52,NA,NA,972,NA
2016,syc.27.8c9a,elasmobranch,2019,NA,NA,1.63,NA,NA,987,NA
2017,syc.27.8c9a,elasmobranch,2019,NA,NA,1.77,NA,NA,1067,NA
2018,syc.27.8c9a,elasmobranch,2019,NA,NA,1.95,NA,NA,1035,NA
NA,thr.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,NA,NA
NA,tsu.27.nea,demersal,2015,NA,NA,NA,NA,NA,NA,NA
1988,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,NA,NA,NA,12298,NA
1989,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,NA,NA,NA,14130,NA
1990,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,NA,NA,NA,12948,NA
1991,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,NA,NA,NA,12500,NA
1992,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,NA,NA,NA,12370,NA
1993,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,NA,NA,NA,10048,NA
1994,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,NA,NA,NA,9136,NA
1995,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,NA,NA,NA,8904,NA
1996,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,NA,NA,NA,8234,NA
1997,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,NA,NA,NA,7016,NA
1998,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,NA,NA,NA,7510,NA
1999,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,NA,NA,NA,7156,NA
2000,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,84.59,NA,NA,8300,NA
2001,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,61.575,NA,NA,9248,NA
2002,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,53.133,NA,NA,7280,NA
2003,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,49.757,NA,NA,6500,NA
2004,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,59.882,NA,NA,6125,NA
2005,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,69.642,NA,NA,6553,NA
2006,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,111.847,NA,NA,7249,NA
2007,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,89.658,NA,NA,7119,NA
2008,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,107.264,NA,NA,7466,NA
2009,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,97.119,NA,NA,6849,NA
2010,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,NA,NA,NA,8136,NA
2011,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,120.83,NA,NA,6361,NA
2012,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,140.674,NA,NA,6848,NA
2013,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,138.125,NA,4725,4673,52
2014,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,123.089,NA,4585,4585,0
2015,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,137.427,NA,5173,5155,18
2016,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,128.035,NA,4973,4820,153
2017,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,106.392,NA,4059,3916,143
2018,usk.27.3a45b6a7-912b,demersal,2019,NA,NA,142.344,NA,4507,4411,96
1981,whb.27.1-91214,pelagic,2019,0.257,0.32,2846619,2250000,NA,922980,NA
1982,whb.27.1-91214,pelagic,2019,0.219,0.32,2304898,2250000,NA,550643,NA
1983,whb.27.1-91214,pelagic,2019,0.251,0.32,1858580,2250000,NA,553344,NA
1984,whb.27.1-91214,pelagic,2019,0.317,0.32,1744170,2250000,NA,615569,NA
1985,whb.27.1-91214,pelagic,2019,0.356,0.32,2078674,2250000,NA,678214,NA
1986,whb.27.1-91214,pelagic,2019,0.438,0.32,2263816,2250000,NA,847145,NA
1987,whb.27.1-91214,pelagic,2019,0.421,0.32,1926457,2250000,NA,654718,NA
1988,whb.27.1-91214,pelagic,2019,0.443,0.32,1635851,2250000,NA,552264,NA
1989,whb.27.1-91214,pelagic,2019,0.531,0.32,1546980,2250000,NA,630316,NA
1990,whb.27.1-91214,pelagic,2019,0.519,0.32,1360972,2250000,NA,558128,NA
1991,whb.27.1-91214,pelagic,2019,0.29,0.32,1779798,2250000,NA,364008,NA
1992,whb.27.1-91214,pelagic,2019,0.232,0.32,2458820,2250000,NA,474592,NA
1993,whb.27.1-91214,pelagic,2019,0.205,0.32,2536460,2250000,NA,475198,NA
1994,whb.27.1-91214,pelagic,2019,0.186,0.32,2529314,2250000,NA,457696,NA
1995,whb.27.1-91214,pelagic,2019,0.24,0.32,2309839,2250000,NA,505176,NA
1996,whb.27.1-91214,pelagic,2019,0.296,0.32,2208021,2250000,NA,621104,NA
1997,whb.27.1-91214,pelagic,2019,0.3,0.32,2457528,2250000,NA,639681,NA
1998,whb.27.1-91214,pelagic,2019,0.403,0.32,3643947,2250000,NA,1131955,NA
1999,whb.27.1-91214,pelagic,2019,0.39,0.32,4406105,2250000,NA,1261033,NA
2000,whb.27.1-91214,pelagic,2019,0.479,0.32,4222027,2250000,NA,1412449,NA
2001,whb.27.1-91214,pelagic,2019,0.463,0.32,4552790,2250000,NA,1771805,NA
2002,whb.27.1-91214,pelagic,2019,0.472,0.32,5408962,2250000,NA,1556955,NA
2003,whb.27.1-91214,pelagic,2019,0.5,0.32,6867451,2250000,NA,2365319,NA
2004,whb.27.1-91214,pelagic,2019,0.537,0.32,6783789,2250000,NA,2400795,NA
2005,whb.27.1-91214,pelagic,2019,0.504,0.32,6084043,2250000,NA,2018344,NA
2006,whb.27.1-91214,pelagic,2019,0.459,0.32,5934656,2250000,NA,1956239,NA
2007,whb.27.1-91214,pelagic,2019,0.458,0.32,4706700,2250000,NA,1612269,NA
2008,whb.27.1-91214,pelagic,2019,0.403,0.32,3619929,2250000,NA,1251851,NA
2009,whb.27.1-91214,pelagic,2019,0.258,0.32,2779726,2250000,NA,634978,NA
2010,whb.27.1-91214,pelagic,2019,0.178,0.32,2713336,2250000,NA,539539,NA
2011,whb.27.1-91214,pelagic,2019,0.052,0.32,2747257,2250000,NA,103771,NA
2012,whb.27.1-91214,pelagic,2019,0.11,0.32,3477167,2250000,NA,375692,NA
2013,whb.27.1-91214,pelagic,2019,0.193,0.32,3812909,2250000,NA,613863,NA
2014,whb.27.1-91214,pelagic,2019,0.376,0.32,4050639,2250000,NA,1147650,NA
2015,whb.27.1-91214,pelagic,2019,0.488,0.32,4229586,2250000,NA,1390656,NA
2016,whb.27.1-91214,pelagic,2019,0.426,0.32,5017692,2250000,NA,1180786,NA
2017,whb.27.1-91214,pelagic,2019,0.397,0.32,6295525,2250000,NA,1555069,NA
2018,whb.27.1-91214,pelagic,2019,0.394,0.32,6315041,2250000,NA,1709856,NA
2019,whb.27.1-91214,pelagic,2019,0.335,0.32,5576649,2250000,NA,1444301,NA
2020,whb.27.1-91214,pelagic,2019,NA,0.32,4325386,2250000,NA,NA,NA
1994,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,3647,NA
1995,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,2648,NA
1996,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,1561,NA
1997,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,1945,NA
1998,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,1858,NA
1999,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,212,NA
2000,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,1448,NA
2001,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,2281,NA
2002,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,2204,NA
2003,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,2451,NA
2004,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,2221,NA
2005,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,2081,NA
2006,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,1856,NA
2007,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,1920,NA
2008,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,965,NA
2009,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,1362,NA
2010,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,2342,NA
2011,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,2141,NA
2012,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,1907,NA
2013,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,2001,NA
2014,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,1651,NA
2015,whg.27.89a,demersal,2019,NA,NA,NA,NA,NA,2199,NA
2016,whg.27.89a,demersal,2019,NA,NA,NA,NA,3452,2525,927
2017,whg.27.89a,demersal,2019,NA,NA,NA,NA,2863,1925,938
2018,whg.27.89a,demersal,2019,NA,NA,NA,NA,2195,1539,656
1973,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,8,NA
1974,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,3,NA
1975,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,32,NA
1976,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,26,NA
1977,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,29,NA
1978,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,24,NA
1979,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,19,NA
1980,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,19,NA
1981,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,20,NA
1982,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,18,NA
1983,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,13,NA
1984,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,9,NA
1985,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,13,NA
1986,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,14,NA
1987,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,12,NA
1988,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,11,NA
1989,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,4,NA
1990,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,3,NA
1991,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,2,NA
1992,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,1,NA
1993,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,1,NA
1994,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,1,NA
1995,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,2,NA
1996,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,1,NA
1997,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,2,NA
1998,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,0,NA
1999,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,1,NA
2000,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,0,NA
2001,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,0,NA
2002,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,0,NA
2003,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,0,NA
2004,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,0,NA
2005,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,1,NA
2006,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,0,NA
2007,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,1,NA
2008,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,0,NA
2009,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,2,NA
2010,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,1,NA
2011,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,1,NA
2012,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,1,NA
2013,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,0,NA
2014,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,0,NA
2015,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,1,NA
2016,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,0,NA
2017,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,0,NA
2018,agn.27.nea,elasmobranch,2019,NA,NA,NA,NA,NA,0,NA
1988,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,225,NA
1989,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,272,NA
1990,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,353,NA
1991,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,371,NA
1992,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,460,NA
1993,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,729,NA
1994,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,1488,NA
1995,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,817,NA
1996,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,1776,NA
1997,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,545,NA
1998,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,579,NA
1999,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,1001,NA
2000,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,785,NA
2001,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,607,NA
2002,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,577,NA
2003,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,361,NA
2004,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,485,NA
2005,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,422,NA
2006,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,367,NA
2007,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,396,NA
2008,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,407,NA
2009,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,383,NA
2010,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,291,NA
2011,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,342,NA
2012,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,605,NA
2013,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,272,NA
2014,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,282,NA
2015,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,365,NA
2016,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,300,NA
2017,alf.27.nea,demersal,2018,NA,NA,NA,NA,NA,240,NA
1986,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,8217,NA
1987,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,7618,NA
1988,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,8381,NA
1989,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,8821,NA
1990,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,9631,NA
1991,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,8779,NA
1992,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,8176,NA
1993,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,6567,NA
1994,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,5745,NA
1995,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,6954,NA
1996,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,8093,NA
1997,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,8116,NA
1998,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,8598,NA
1999,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,6738,NA
2000,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,6644,NA
2001,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,5728,NA
2002,ank.27.78abd,benthic,2019,NA,1,NA,NA,NA,6505,NA
1978,ank.27.8c9a,benthic,2019,NA,1,NA,0.5,NA,355,NA
1979,ank.27.8c9a,benthic,2019,NA,1,NA,0.5,NA,516,NA
1980,ank.27.8c9a,benthic,2019,0.8,1,1.39,0.5,NA,2110,NA
1981,ank.27.8c9a,benthic,2019,0.83,1,1.42,0.5,NA,2300,NA
1982,ank.27.8c9a,benthic,2019,0.86,1,1.45,0.5,NA,2369,NA
1983,ank.27.8c9a,benthic,2019,0.88,1,1.5,0.5,NA,2379,NA
1984,ank.27.8c9a,benthic,2019,0.88,1,1.31,0.5,NA,1929,NA
1985,ank.27.8c9a,benthic,2019,0.86,1,1.07,0.5,NA,1833,NA
1986,ank.27.8c9a,benthic,2019,0.92,1,1.21,0.5,NA,2563,NA
1987,ank.27.8c9a,benthic,2019,1.09,1,1.64,0.5,NA,3832,NA
1988,ank.27.8c9a,benthic,2019,1.31,1,1.68,0.5,NA,3700,NA
1989,ank.27.8c9a,benthic,2019,1.3,1,1.19,0.5,NA,2578,NA
1990,ank.27.8c9a,benthic,2019,1.25,1,1.04,0.5,NA,2334,NA
1991,ank.27.8c9a,benthic,2019,1.27,1,0.94,0.5,NA,2162,NA
1992,ank.27.8c9a,benthic,2019,1.33,1,0.87,0.5,NA,2111,NA
1993,ank.27.8c9a,benthic,2019,1.53,1,0.78,0.5,NA,2227,NA
1994,ank.27.8c9a,benthic,2019,1.51,1,0.62,0.5,NA,1580,NA
1995,ank.27.8c9a,benthic,2019,1.4,1,0.63,0.5,NA,1843,NA
1996,ank.27.8c9a,benthic,2019,1.3,1,0.72,0.5,NA,1629,NA
1997,ank.27.8c9a,benthic,2019,1.11,1,0.77,0.5,NA,1813,NA
1998,ank.27.8c9a,benthic,2019,1.03,1,1.07,0.5,NA,2089,NA
1999,ank.27.8c9a,benthic,2019,0.94,1,1.19,0.5,NA,1879,NA
2000,ank.27.8c9a,benthic,2019,0.84,1,1.05,0.5,NA,1369,NA
2001,ank.27.8c9a,benthic,2019,0.79,1,0.79,0.5,NA,1013,NA
2002,ank.27.8c9a,benthic,2019,0.74,1,0.61,0.5,NA,810,NA
2003,ank.27.8c9a,benthic,2019,0.75,1,0.61,0.5,NA,934,NA
2004,ank.27.8c9a,benthic,2019,0.83,1,0.65,0.5,NA,993,NA
2005,ank.27.8c9a,benthic,2019,0.82,1,0.58,0.5,NA,933,NA
2006,ank.27.8c9a,benthic,2019,0.75,1,0.7,0.5,NA,1161,NA
2007,ank.27.8c9a,benthic,2019,0.7,1,1.02,0.5,NA,1306,NA
2008,ank.27.8c9a,benthic,2019,0.59,1,1.05,0.5,NA,957,NA
2009,ank.27.8c9a,benthic,2019,0.48,1,0.9,0.5,NA,774,NA
2010,ank.27.8c9a,benthic,2019,0.4,1,0.98,0.5,NA,754,NA
2011,ank.27.8c9a,benthic,2019,0.38,1,1.18,0.5,NA,948,NA
2012,ank.27.8c9a,benthic,2019,0.39,1,1.47,0.5,NA,1141,NA
2013,ank.27.8c9a,benthic,2019,0.37,1,1.58,0.5,NA,1071,NA
2014,ank.27.8c9a,benthic,2019,0.33,1,1.64,0.5,NA,998,NA
