measure calculation,annex,country,fishing_activity,fishing_capacity,gt_days_at_sea,no_vessels,nominal_effort,regulated area,regulated gear,specon,vessel length,year
1036.59,BOB,ESP,19,18.7,134.41,1,1036.59,8B-BOB,GILL,NONE,O10T15M,2011
20341.55,BOB,ESP,365,142.98,3491,9,20341.55,8B-BOB,LONGLINE,NONE,O10T15M,2011
88.2,BOB,ESP,1,15.39,15.39,1,88.2,8A-BOB,NONE,NONE,O10T15M,2011
16185.23,BOB,ESP,259,100.57,2565.2,5,16185.23,8B-BOB,NONE,NONE,O10T15M,2011
1117.2,BOB,ESP,38,13.88,263.72,1,1117.2,8B-BOB,POTS,NONE,O10T15M,2011
4753.98,BOB,ESP,81,72.88,862.26,2,4753.98,8B-BOB,TRAMMEL,NONE,O10T15M,2011
426,BOB,FRA,3,147,64.8,1,426,8A-BOB,BEAM,NONE,O10T15M,2011
294,BOB,FRA,2,147,50.58,1,294,8B-BOB,BEAM,NONE,O10T15M,2011
464.77,BOB,FRA,6.04,77,37.73,1,464.77,8A-BOB,DEM_SEINE,NONE,O10T15M,2011
121530.79,BOB,FRA,1194.7,11795,11353.93,55,121530.79,8A-BOB,DREDGE,NONE,O10T15M,2011
18080.91,BOB,FRA,210.82,4173,1818.56,21,18080.91,8B-BOB,DREDGE,NONE,O10T15M,2011
158108.81,BOB,FRA,1144.79,4579,14893.18,8,158108.81,8A-BOB,GILL,NONE,O10T15M,2011
89315.95,BOB,FRA,785.78,3439,5900.91,6,89315.95,8B-BOB,GILL,NONE,O10T15M,2011
481850.41,BOB,FRA,3264.73,5063,29217.3,25,481850.41,8A-BOB,LONGLINE,NONE,O10T15M,2011
217218.34,BOB,FRA,1917.32,2794,17679.73,16,217218.34,8B-BOB,LONGLINE,NONE,O10T15M,2011
435,BOB,FRA,3,145,31.92,1,435,8A-BOB,NONE,NONE,O10T15M,2011
70,BOB,FRA,1,70,4,1,70,8B-BOB,NONE,NONE,O10T15M,2011
2134687.37,BOB,FRA,13563.28,39721,287044.25,51,2134687.37,8A-BOB,OTTER,NONE,O10T15M,2011
158249.14,BOB,FRA,1810.42,7218,18020.96,15,158249.14,8B-BOB,OTTER,NONE,O10T15M,2011
92877.79,BOB,FRA,495.59,1994,15320.03,6,92877.79,8A-BOB,PEL_SEINE,NONE,O10T15M,2011
43063.78,BOB,FRA,339.16,716,4456.9,2,43063.78,8B-BOB,PEL_SEINE,NONE,O10T15M,2011
227223.33,BOB,FRA,1251.15,7120,16437.87,8,227223.33,8A-BOB,PEL_TRAWL,NONE,O10T15M,2011
73,BOB,FRA,1,73,14.93,1,73,8B-BOB,PEL_TRAWL,NONE,O10T15M,2011
259558.64,BOB,FRA,1929.5,4735,26406.32,23,259558.64,8A-BOB,POTS,NONE,O10T15M,2011
17360.37,BOB,FRA,153.69,1229,1352.42,7,17360.37,8B-BOB,POTS,NONE,O10T15M,2011
321408.77,BOB,FRA,2580.47,9852,29766.35,15,321408.77,8A-BOB,TRAMMEL,NONE,O10T15M,2011
37690.56,BOB,FRA,354.31,2982,2833.42,11,37690.56,8B-BOB,TRAMMEL,NONE,O10T15M,2011
1383.75,BOB,ENG,,205,272.3,1,1383.75,8A-BOB,GILL,NONE,O10T15M,2012
3519,BOB,ESP,37,391,413,1,3519,8B-BOB,GILL,NONE,O10T15M,2012
6018,BOB,ESP,168,819,938,7,6018,8A-BOB,LONGLINE,NONE,O10T15M,2012
20661,BOB,ESP,516,1279,3314,8,20661,8B-BOB,LONGLINE,NONE,O10T15M,2012
287,BOB,ESP,7,204,42,3,287,8B-BOB,NONE,NONE,O10T15M,2012
536,BOB,ESP,13,110,98,2,536,8B-BOB,POTS,NONE,O10T15M,2012
2039,BOB,ESP,21,376,320,2,2039,8B-BOB,TRAMMEL,NONE,O10T15M,2012
180834.89,BOB,FRA,1693.66,12889,16344.22,55,180834.89,8A-BOB,DREDGE,NONE,O10T15M,2012
30873.23,BOB,FRA,349.55,4415,3119.26,22,30873.23,8B-BOB,DREDGE,NONE,O10T15M,2012
115195.02,BOB,FRA,837.83,6099,9725.46,7,115195.02,8A-BOB,GILL,NONE,O10T15M,2012
42996.79,BOB,FRA,367.37,2989,3200.97,4,42996.79,8B-BOB,GILL,NONE,O10T15M,2012
444148.85,BOB,FRA,2896.16,4307,29537.73,24,444148.85,8A-BOB,LONGLINE,NONE,O10T15M,2012
229370.37,BOB,FRA,1935.28,2924,18802.05,17,229370.37,8B-BOB,LONGLINE,NONE,O10T15M,2012
2197523.75,BOB,FRA,13610.19,37412,292376.96,44,2197523.75,8A-BOB,OTTER,NONE,O10T15M,2012
159519.99,BOB,FRA,1737.65,8867,15407.64,16,159519.99,8B-BOB,OTTER,NONE,O10T15M,2012
60825.85,BOB,FRA,306.36,1525,9631.1,5,60825.85,8A-BOB,PEL_SEINE,NONE,O10T15M,2012
32496.87,BOB,FRA,265.72,716,3464.21,2,32496.87,8B-BOB,PEL_SEINE,NONE,O10T15M,2012
125436.64,BOB,FRA,749.89,4637,8622.34,6,125436.64,8A-BOB,PEL_TRAWL,NONE,O10T15M,2012
252343.74,BOB,FRA,1659.71,3552,20975.98,18,252343.74,8A-BOB,POTS,NONE,O10T15M,2012
20792.98,BOB,FRA,208.15,954,2328.04,4,20792.98,8B-BOB,POTS,NONE,O10T15M,2012
278476.11,BOB,FRA,1947.43,8540,22670.14,13,278476.11,8A-BOB,TRAMMEL,NONE,O10T15M,2012
32743.49,BOB,FRA,301.55,2801,3122.15,5,32743.49,8B-BOB,TRAMMEL,NONE,O10T15M,2012
3390.48,BOB,ESP,39,,349.51,1,3390.48,8B-BOB,GILL,NONE,O10T15M,2013
147.74,BOB,ESP,9,,26.15,1,147.74,8A-BOB,LONGLINE,NONE,O10T15M,2013
14209.04,BOB,ESP,250,,2455.51,4,14209.04,8B-BOB,LONGLINE,NONE,O10T15M,2013
1361.96,BOB,ESP,30,,240.35,1,1361.96,8B-BOB,POTS,NONE,O10T15M,2013
2352,BOB,ESP,25,,411.5,1,2352,8B-BOB,TRAMMEL,NONE,O10T15M,2013
412,BOB,FRA,4,129,56.12,1,412,8A-BOB,BEAM,NONE,O10T15M,2013
137655.83,BOB,FRA,1294.67,11708,14701.5,64,137655.83,8A-BOB,DREDGE,NONE,O10T15M,2013
19095.5,BOB,FRA,230,2781,1888.8,18,19095.5,8B-BOB,DREDGE,NONE,O10T15M,2013
140650.67,BOB,FRA,1058.84,5688,10463.22,11,140650.67,8A-BOB,GILL,NONE,O10T15M,2013
48130.16,BOB,FRA,392.56,1884,3677.68,6,48130.16,8B-BOB,GILL,NONE,O10T15M,2013
416795.83,BOB,FRA,2662.33,4228,28248.84,30,416795.83,8A-BOB,LONGLINE,NONE,O10T15M,2013
169100.34,BOB,FRA,1439.17,2072,13455.88,18,169100.34,8B-BOB,LONGLINE,NONE,O10T15M,2013
1912806,BOB,FRA,12259.01,19297,252465.12,55,1912806,8A-BOB,OTTER,NONE,O10T15M,2013
206832.16,BOB,FRA,2161.08,4539,21552.39,16,206832.16,8B-BOB,OTTER,NONE,O10T15M,2013
92464.5,BOB,FRA,492.17,1093,15002.55,4,92464.5,8A-BOB,PEL_SEINE,NONE,O10T15M,2013
46057.5,BOB,FRA,409.5,629,6512.5,2,46057.5,8B-BOB,PEL_SEINE,NONE,O10T15M,2013
169179.16,BOB,FRA,1039.5,3182,13844.97,6,169179.16,8A-BOB,PEL_TRAWL,NONE,O10T15M,2013
2106,BOB,FRA,22,259,232.39,2,2106,8B-BOB,PEL_TRAWL,NONE,O10T15M,2013
209987,BOB,FRA,1363.17,3010,17390.85,22,209987,8A-BOB,POTS,NONE,O10T15M,2013
8757,BOB,FRA,76.5,896,650.53,7,8757,8B-BOB,POTS,NONE,O10T15M,2013
185222,BOB,FRA,1360.67,4619,15941.75,11,185222,8A-BOB,TRAMMEL,NONE,O10T15M,2013
36538.67,BOB,FRA,320.07,2230,2749.99,9,36538.67,8B-BOB,TRAMMEL,NONE,O10T15M,2013
4774.58,BOB,ESP,51,101.26,807.97,2,4774.58,8B-BOB,GILL,NONE,O10T15M,2014
18250.8,BOB,ESP,305,148.61,3162.93,6,18250.8,8B-BOB,LONGLINE,NONE,O10T15M,2014
338.11,BOB,ESP,6,23.77,95.08,1,338.11,8B-BOB,PEL_SEINE,NONE,O10T15M,2014
551.25,BOB,ESP,17,16.66,120.76,1,551.25,8B-BOB,POTS,NONE,O10T15M,2014
12961.73,BOB,ESP,131,61.46,1865.14,2,12961.73,8B-BOB,TRAMMEL,NONE,O10T15M,2014
114900.58,BOB,FRA,928.38,5974,11508.78,23,114900.58,8A-BOB,DREDGE,NONE,O10T15M,2014
1988,BOB,FRA,25,299,189.44,2,1988,8B-BOB,DREDGE,NONE,O10T15M,2014
100226.21,BOB,FRA,707.69,4491,6130.73,8,100226.21,8A-BOB,GILL,NONE,O10T15M,2014
39550.05,BOB,FRA,443.72,1637,3123.27,4,39550.05,8B-BOB,GILL,NONE,O10T15M,2014
413130.9,BOB,FRA,2809.92,4203,30027.08,31,413130.9,8A-BOB,LONGLINE,NONE,O10T15M,2014
240225.61,BOB,FRA,1970.4,2229,19928.73,19,240225.61,8B-BOB,LONGLINE,NONE,O10T15M,2014
39117.97,BOB,FRA,482.29,2895,4705.45,32,39117.97,8A-BOB,NONE,NONE,O10T15M,2014
46824.98,BOB,FRA,449.14,2392,3685.03,26,46824.98,8B-BOB,NONE,NONE,O10T15M,2014
2059718,BOB,FRA,13022.79,19575,276541.88,50,2059718,8A-BOB,OTTER,NONE,O10T15M,2014
195910.72,BOB,FRA,1945.65,5583,18779.36,22,195910.72,8B-BOB,OTTER,NONE,O10T15M,2014
84602.38,BOB,FRA,459.32,1093,13987.18,6,84602.38,8A-BOB,PEL_SEINE,NONE,O10T15M,2014
22037.67,BOB,FRA,216.23,498,3961.45,2,22037.67,8B-BOB,PEL_SEINE,NONE,O10T15M,2014
184940.8,BOB,FRA,1125.52,3074,17012.27,8,184940.8,8A-BOB,PEL_TRAWL,NONE,O10T15M,2014
312,BOB,FRA,2,242,31.09,1,312,8B-BOB,PEL_TRAWL,NONE,O10T15M,2014
241531.45,BOB,FRA,1599.98,3522,18107.8,25,241531.45,8A-BOB,POTS,NONE,O10T15M,2014
9431.51,BOB,FRA,75.78,952,735.61,7,9431.51,8B-BOB,POTS,NONE,O10T15M,2014
191259.92,BOB,FRA,1471.05,5681,15965.8,13,191259.92,8A-BOB,TRAMMEL,NONE,O10T15M,2014
27340.48,BOB,FRA,344.85,1656,3013.59,6,27340.48,8B-BOB,TRAMMEL,NONE,O10T15M,2014
1165.71,BOB,ESP,19,,153.29,2,1165.71,8B-BOB,GILL,NONE,O10T15M,2015
21559.76,BOB,ESP,427,,4035.09,7,21559.76,8B-BOB,LONGLINE,NONE,O10T15M,2015
470.4,BOB,ESP,16,,111.04,1,470.4,8B-BOB,POTS,NONE,O10T15M,2015
80.85,BOB,ESP,2,,18.35,1,80.85,8B-BOB,TRAMMEL,NONE,O10T15M,2015
126493.91,BOB,FRA,1011.32,7814,12887.8,49,126493.91,8A-BOB,DREDGE,NONE,O10T15M,2015
3877.07,BOB,FRA,43.96,1230,425.61,9,3877.07,8B-BOB,DREDGE,NONE,O10T15M,2015
125632.36,BOB,FRA,822.67,3915,7786.67,10,125632.36,8A-BOB,GILL,NONE,O10T15M,2015
63725.57,BOB,FRA,546.79,2647,4807.95,3,63725.57,8B-BOB,GILL,NONE,O10T15M,2015
437388.18,BOB,FRA,2861.74,4603,30716.56,27,437388.18,8A-BOB,LONGLINE,NONE,O10T15M,2015
241162.21,BOB,FRA,1955.04,3050,19990.73,16,241162.21,8B-BOB,LONGLINE,NONE,O10T15M,2015
1822205.62,BOB,FRA,11561.27,32833,244683.11,38,1822205.62,8A-BOB,OTTER,NONE,O10T15M,2015
228307.78,BOB,FRA,2452.62,9176,26704.95,22,228307.78,8B-BOB,OTTER,NONE,O10T15M,2015
94761.75,BOB,FRA,515.7,1697,16144.69,6,94761.75,8A-BOB,PEL_SEINE,NONE,O10T15M,2015
18922.65,BOB,FRA,177.02,1053,2923.89,2,18922.65,8B-BOB,PEL_SEINE,NONE,O10T15M,2015
134291.19,BOB,FRA,831.4,2995,11950.93,3,134291.19,8A-BOB,PEL_TRAWL,NONE,O10T15M,2015
2326.3,BOB,FRA,31.14,162,469.02,1,2326.3,8B-BOB,PEL_TRAWL,NONE,O10T15M,2015
170902.42,BOB,FRA,1104.23,2788,13534.15,15,170902.42,8A-BOB,POTS,NONE,O10T15M,2015
6555.21,BOB,FRA,60.45,397,594.49,2,6555.21,8B-BOB,POTS,NONE,O10T15M,2015
170170.6,BOB,FRA,1310.87,5484,14268.27,9,170170.6,8A-BOB,TRAMMEL,NONE,O10T15M,2015
24596.87,BOB,FRA,241.13,1830,2404.37,6,24596.87,8B-BOB,TRAMMEL,NONE,O10T15M,2015
221,BOB,ENG,,221,39.02,1,221,8A-BOB,DREDGE,NONE,O10T15M,2016
1143.11,BOB,ESP,20,51.21,207.03,5,1143.11,8B-BOB,GILL,NONE,O10T15M,2016
9827.69,BOB,ESP,343,467.8,1801.48,28,9827.69,8A-BOB,LONGLINE,NONE,O10T15M,2016
24970.93,BOB,ESP,2725,222.72,4183.17,8,24970.93,8B-BOB,LONGLINE,NONE,O10T15M,2016
205.8,BOB,ESP,7,6.94,48.58,1,205.8,8B-BOB,POTS,NONE,O10T15M,2016
411.67,BOB,ESP,5,27.93,59.81,2,411.67,8B-BOB,TRAMMEL,NONE,O10T15M,2016
122975.31,BOB,FRA,1018.01,9747,13301.99,51,122975.31,8A-BOB,DREDGE,NONE,O10T15M,2016
6721.68,BOB,FRA,81.49,1505,756.7,11,6721.68,8B-BOB,DREDGE,NONE,O10T15M,2016
150481.36,BOB,FRA,977.81,5139,9324.93,10,150481.36,8A-BOB,GILL,NONE,O10T15M,2016
97490.91,BOB,FRA,925.79,3788,7865.78,5,97490.91,8B-BOB,GILL,NONE,O10T15M,2016
496496.94,BOB,FRA,3293.33,4744,34979.38,31,496496.94,8A-BOB,LONGLINE,NONE,O10T15M,2016
237517.21,BOB,FRA,1819.13,3257,18747.27,17,237517.21,8B-BOB,LONGLINE,NONE,O10T15M,2016
1878601.88,BOB,FRA,11904.16,31904,252494.67,38,1878601.88,8A-BOB,OTTER,NONE,O10T15M,2016
250132.45,BOB,FRA,2549.87,9357,26668.53,20,250132.45,8B-BOB,OTTER,NONE,O10T15M,2016
89742.51,BOB,FRA,480.11,1277,14471.15,6,89742.51,8A-BOB,PEL_SEINE,NONE,O10T15M,2016
42224.36,BOB,FRA,335.1,733,5775.27,2,42224.36,8B-BOB,PEL_SEINE,NONE,O10T15M,2016
112878.47,BOB,FRA,622.01,2022,11339.77,3,112878.47,8A-BOB,PEL_TRAWL,NONE,O10T15M,2016
9156.09,BOB,FRA,105.61,324,1735.57,1,9156.09,8B-BOB,PEL_TRAWL,NONE,O10T15M,2016
153204.69,BOB,FRA,976.92,2597,12076.71,13,153204.69,8A-BOB,POTS,NONE,O10T15M,2016
7152.56,BOB,FRA,68.93,578,656.22,3,7152.56,8B-BOB,POTS,NONE,O10T15M,2016
170493.1,BOB,FRA,1294.81,5322,14583.33,7,170493.1,8A-BOB,TRAMMEL,NONE,O10T15M,2016
19706.05,BOB,FRA,167.52,1235,1745.36,3,19706.05,8B-BOB,TRAMMEL,NONE,O10T15M,2016
211,BOB,FRA,1,211,43.99,1,211,8A-BOB,DEM_SEINE,SBCIIIART5,O10T15M,2009
73220.02,BOB,FRA,610.32,6724,7994.9,29,73220.02,8A-BOB,DREDGE,SBCIIIART5,O10T15M,2009
15623.82,BOB,FRA,143.22,2828,1737.18,12,15623.82,8B-BOB,DREDGE,SBCIIIART5,O10T15M,2009
287438.68,BOB,FRA,1819.87,8266,29433.51,20,287438.68,8A-BOB,GILL,SBCIIIART5,O10T15M,2009
275551.5,BOB,FRA,1589.49,11337,16595.46,15,275551.5,8B-BOB,GILL,SBCIIIART5,O10T15M,2009
156332.28,BOB,FRA,1093.45,3213,13805.02,17,156332.28,8A-BOB,LONGLINE,SBCIIIART5,O10T15M,2009
110238.08,BOB,FRA,814.83,2664,7806.51,15,110238.08,8B-BOB,LONGLINE,SBCIIIART5,O10T15M,2009
2035945.48,BOB,FRA,10322.69,31476,270980.61,40,2035945.48,8A-BOB,OTTER,SBCIIIART5,O10T15M,2009
619982.5,BOB,FRA,3089.88,13946,81499.99,20,619982.5,8B-BOB,OTTER,SBCIIIART5,O10T15M,2009
3275.91,BOB,FRA,23.74,138,381,1,3275.91,8A-BOB,PEL_SEINE,SBCIIIART5,O10T15M,2009
78035.41,BOB,FRA,440.48,1935,10680.61,3,78035.41,8A-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2009
70361.35,BOB,FRA,394.32,2333,10036.27,3,70361.35,8B-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2009
83523.43,BOB,FRA,686.65,2240,8543.52,15,83523.43,8A-BOB,POTS,SBCIIIART5,O10T15M,2009
42693.13,BOB,FRA,266.99,1262,2996.91,7,42693.13,8B-BOB,POTS,SBCIIIART5,O10T15M,2009
1059774.34,BOB,FRA,6793.19,17282,115429.18,51,1059774.34,8A-BOB,TRAMMEL,SBCIIIART5,O10T15M,2009
564192.64,BOB,FRA,3330.86,11596,47695.51,34,564192.64,8B-BOB,TRAMMEL,SBCIIIART5,O10T15M,2009
19670.52,BOB,FRA,169.52,1737,1993.62,10,19670.52,8A-BOB,DREDGE,SBCIIIART5,O10T15M,2010
3226.9,BOB,FRA,32.51,883,348.02,3,3226.9,8B-BOB,DREDGE,SBCIIIART5,O10T15M,2010
321847.68,BOB,FRA,2041.82,9562,32940.36,15,321847.68,8A-BOB,GILL,SBCIIIART5,O10T15M,2010
229529.71,BOB,FRA,1274.85,11050,14342.02,13,229529.71,8B-BOB,GILL,SBCIIIART5,O10T15M,2010
199660.53,BOB,FRA,1282.68,3237,18124.6,18,199660.53,8A-BOB,LONGLINE,SBCIIIART5,O10T15M,2010
171059.65,BOB,FRA,1216.86,3203,12209.86,17,171059.65,8B-BOB,LONGLINE,SBCIIIART5,O10T15M,2010
2054947,BOB,FRA,10608.76,32919,276199.46,39,2054947,8A-BOB,OTTER,SBCIIIART5,O10T15M,2010
673990.18,BOB,FRA,3573.43,17315,85285.21,20,673990.18,8B-BOB,OTTER,SBCIIIART5,O10T15M,2010
3554.3,BOB,FRA,25.76,276,413.38,1,3554.3,8A-BOB,PEL_SEINE,SBCIIIART5,O10T15M,2010
53862.38,BOB,FRA,316.35,2420,6935.32,3,53862.38,8A-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2010
79165.36,BOB,FRA,462.13,4752,11348.1,3,79165.36,8B-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2010
115511.58,BOB,FRA,957.64,1872,12139.54,13,115511.58,8A-BOB,POTS,SBCIIIART5,O10T15M,2010
50992.13,BOB,FRA,313.12,862,3535.15,6,50992.13,8B-BOB,POTS,SBCIIIART5,O10T15M,2010
974188.8,BOB,FRA,6344.71,15082,103629.93,40,974188.8,8A-BOB,TRAMMEL,SBCIIIART5,O10T15M,2010
988737.31,BOB,FRA,4802.09,14700,71194.98,33,988737.31,8B-BOB,TRAMMEL,SBCIIIART5,O10T15M,2010
215,BOB,FRA,1,215,12.15,1,215,8A-BOB,DEM_SEINE,SBCIIIART5,O10T15M,2011
26693.97,BOB,FRA,289.01,3325,3297.94,13,26693.97,8A-BOB,DREDGE,SBCIIIART5,O10T15M,2011
6305.06,BOB,FRA,72.1,1951,713.19,8,6305.06,8B-BOB,DREDGE,SBCIIIART5,O10T15M,2011
256279.09,BOB,FRA,1631.96,7314,25882.44,16,256279.09,8A-BOB,GILL,SBCIIIART5,O10T15M,2011
221728.91,BOB,FRA,1215.97,11463,14030.89,11,221728.91,8B-BOB,GILL,SBCIIIART5,O10T15M,2011
184130.34,BOB,FRA,1267.8,2768,16656.47,13,184130.34,8A-BOB,LONGLINE,SBCIIIART5,O10T15M,2011
117673.89,BOB,FRA,804.58,3285,9045.52,14,117673.89,8B-BOB,LONGLINE,SBCIIIART5,O10T15M,2011
2217662.72,BOB,FRA,11511.04,37572,295110.71,48,2217662.72,8A-BOB,OTTER,SBCIIIART5,O10T15M,2011
806005.48,BOB,FRA,4854.97,20672,101969.17,29,806005.48,8B-BOB,OTTER,SBCIIIART5,O10T15M,2011
78452.21,BOB,FRA,450.92,3583,8382.82,6,78452.21,8A-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2011
44811.33,BOB,FRA,264.79,3565,5941.18,4,44811.33,8B-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2011
180449.58,BOB,FRA,1287.43,2500,17757.88,15,180449.58,8A-BOB,POTS,SBCIIIART5,O10T15M,2011
49359.07,BOB,FRA,330.92,1147,3642.63,7,49359.07,8B-BOB,POTS,SBCIIIART5,O10T15M,2011
1037048.83,BOB,FRA,6710.79,17573,113424.04,44,1037048.83,8A-BOB,TRAMMEL,SBCIIIART5,O10T15M,2011
1016064.87,BOB,FRA,5141.31,13543,77242.7,36,1016064.87,8B-BOB,TRAMMEL,SBCIIIART5,O10T15M,2011
85953.28,BOB,FRA,699.94,7649,9387.26,29,85953.28,8A-BOB,DREDGE,SBCIIIART5,O10T15M,2012
8147.2,BOB,FRA,99.31,1752,1120.46,10,8147.2,8B-BOB,DREDGE,SBCIIIART5,O10T15M,2012
270720.19,BOB,FRA,1659.5,9238,27356.17,16,270720.19,8A-BOB,GILL,SBCIIIART5,O10T15M,2012
286048.72,BOB,FRA,1604.79,12879,19032.48,16,286048.72,8B-BOB,GILL,SBCIIIART5,O10T15M,2012
154188.42,BOB,FRA,1088.15,2620,13736.05,13,154188.42,8A-BOB,LONGLINE,SBCIIIART5,O10T15M,2012
129758.15,BOB,FRA,901.38,3362,9418.64,17,129758.15,8B-BOB,LONGLINE,SBCIIIART5,O10T15M,2012
2087463.4,BOB,FRA,10727.19,35280,276092.63,50,2087463.4,8A-BOB,OTTER,SBCIIIART5,O10T15M,2012
879631.21,BOB,FRA,5163.3,21154,116657.05,31,879631.21,8B-BOB,OTTER,SBCIIIART5,O10T15M,2012
74922.21,BOB,FRA,406.17,3864,7546.12,4,74922.21,8A-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2012
49360.44,BOB,FRA,267.85,2459,7123.72,4,49360.44,8B-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2012
156995.66,BOB,FRA,1176.21,1933,15682.03,14,156995.66,8A-BOB,POTS,SBCIIIART5,O10T15M,2012
54529.25,BOB,FRA,294.8,851,3347.49,5,54529.25,8B-BOB,POTS,SBCIIIART5,O10T15M,2012
1014512.93,BOB,FRA,6558.48,18983,109237.68,47,1014512.93,8A-BOB,TRAMMEL,SBCIIIART5,O10T15M,2012
1082667.63,BOB,FRA,5632.26,14377,95886.37,39,1082667.63,8B-BOB,TRAMMEL,SBCIIIART5,O10T15M,2012
80586.83,BOB,FRA,650.33,4159,8587.09,27,80586.83,8A-BOB,DREDGE,SBCIIIART5,O10T15M,2013
7716.5,BOB,FRA,81,1624,988.86,9,7716.5,8B-BOB,DREDGE,SBCIIIART5,O10T15M,2013
276316.83,BOB,FRA,1757.33,6080,29067.26,15,276316.83,8A-BOB,GILL,SBCIIIART5,O10T15M,2013
286790.02,BOB,FRA,1704.06,8848,19922.23,17,286790.02,8B-BOB,GILL,SBCIIIART5,O10T15M,2013
171794.75,BOB,FRA,1226.58,2575,15502.22,18,171794.75,8A-BOB,LONGLINE,SBCIIIART5,O10T15M,2013
116968.33,BOB,FRA,840.5,2280,8964.98,15,116968.33,8B-BOB,LONGLINE,SBCIIIART5,O10T15M,2013
2238565.66,BOB,FRA,11320.5,16360,294187.75,52,2238565.66,8A-BOB,OTTER,SBCIIIART5,O10T15M,2013
908999.82,BOB,FRA,5058.75,9124,119129.14,32,908999.82,8B-BOB,OTTER,SBCIIIART5,O10T15M,2013
661.5,BOB,FRA,4.5,147,76.23,1,661.5,8B-BOB,PEL_SEINE,SBCIIIART5,O10T15M,2013
91807.5,BOB,FRA,522.5,2862,9495.69,7,91807.5,8A-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2013
84597.33,BOB,FRA,446.49,1863,12096.27,7,84597.33,8B-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2013
111063.58,BOB,FRA,867.41,1445,11371.3,12,111063.58,8A-BOB,POTS,SBCIIIART5,O10T15M,2013
34377.83,BOB,FRA,204.83,900,2408.11,6,34377.83,8B-BOB,POTS,SBCIIIART5,O10T15M,2013
884113.75,BOB,FRA,5744.58,11663,95192.18,42,884113.75,8A-BOB,TRAMMEL,SBCIIIART5,O10T15M,2013
936540.08,BOB,FRA,4592.6,10830,81320.19,40,936540.08,8B-BOB,TRAMMEL,SBCIIIART5,O10T15M,2013
36791.77,BOB,FRA,272.67,1842,4522.57,10,36791.77,8A-BOB,DREDGE,SBCIIIART5,O10T15M,2014
3.38,BOB,FRA,0.03,105,0.42,1,3.38,8B-BOB,DREDGE,SBCIIIART5,O10T15M,2014
348080.55,BOB,FRA,2151.86,7526,35203.29,18,348080.55,8A-BOB,GILL,SBCIIIART5,O10T15M,2014
311925.43,BOB,FRA,1629.22,11513,19036.01,20,311925.43,8B-BOB,GILL,SBCIIIART5,O10T15M,2014
165539.74,BOB,FRA,1207.35,2168,15052.36,16,165539.74,8A-BOB,LONGLINE,SBCIIIART5,O10T15M,2014
145837.52,BOB,FRA,1083.84,1864,11773.43,13,145837.52,8B-BOB,LONGLINE,SBCIIIART5,O10T15M,2014
6524.67,BOB,FRA,62.33,868,643.57,8,6524.67,8A-BOB,NONE,SBCIIIART5,O10T15M,2014
3029,BOB,FRA,33,563,292.18,6,3029,8B-BOB,NONE,SBCIIIART5,O10T15M,2014
1988463.22,BOB,FRA,9872.78,15088,262208.95,51,1988463.22,8A-BOB,OTTER,SBCIIIART5,O10T15M,2014
916512.38,BOB,FRA,5313.97,9725,122593.38,33,916512.38,8B-BOB,OTTER,SBCIIIART5,O10T15M,2014
145226.71,BOB,FRA,818.19,3806,15962.15,11,145226.71,8A-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2014
70099.88,BOB,FRA,380.16,1689,10095,6,70099.88,8B-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2014
136973.7,BOB,FRA,1013.74,1932,14037.48,13,136973.7,8A-BOB,POTS,SBCIIIART5,O10T15M,2014
57466.51,BOB,FRA,314.08,1180,3358.2,8,57466.51,8B-BOB,POTS,SBCIIIART5,O10T15M,2014
919489.16,BOB,FRA,5850.57,12952,100853.23,45,919489.16,8A-BOB,TRAMMEL,SBCIIIART5,O10T15M,2014
1047625.39,BOB,FRA,5145.94,13055,90750.55,43,1047625.39,8B-BOB,TRAMMEL,SBCIIIART5,O10T15M,2014
73.5,BOB,FRA,0.5,147,8.5,1,73.5,8B-BOB,BEAM,SBCIIIART5,O10T15M,2015
41022.64,BOB,FRA,315.89,2927,5070.91,15,41022.64,8A-BOB,DREDGE,SBCIIIART5,O10T15M,2015
10.08,BOB,FRA,0.1,100,1.21,1,10.08,8B-BOB,DREDGE,SBCIIIART5,O10T15M,2015
318471.48,BOB,FRA,1998.63,8681,30932.63,21,318471.48,8A-BOB,GILL,SBCIIIART5,O10T15M,2015
305129.55,BOB,FRA,1713.27,13480,20940.48,19,305129.55,8B-BOB,GILL,SBCIIIART5,O10T15M,2015
143281.3,BOB,FRA,1038.41,2175,12472.44,10,143281.3,8A-BOB,LONGLINE,SBCIIIART5,O10T15M,2015
262311.16,BOB,FRA,1508.89,3093,16790.97,15,262311.16,8B-BOB,LONGLINE,SBCIIIART5,O10T15M,2015
