measure calculation,annex,country,fishing_activity,fishing_capacity,gt_days_at_sea,no_vessels,nominal_effort,regulated area,regulated gear,specon,vessel length,year
1985766.15,BOB,FRA,9676.72,29044,260803.95,37,1985766.15,8A-BOB,OTTER,SBCIIIART5,O10T15M,2015
772732.64,BOB,FRA,3990.46,13756,102562.05,24,772732.64,8B-BOB,OTTER,SBCIIIART5,O10T15M,2015
2407.17,BOB,FRA,15.28,162,312.97,1,2407.17,8B-BOB,PEL_SEINE,SBCIIIART5,O10T15M,2015
123429.99,BOB,FRA,757.32,5049,15091.32,9,123429.99,8A-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2015
52626.46,BOB,FRA,296.23,3626,7497.58,4,52626.46,8B-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2015
107185.15,BOB,FRA,812.98,1991,11157.49,10,107185.15,8A-BOB,POTS,SBCIIIART5,O10T15M,2015
48897.05,BOB,FRA,278.17,1451,3110.32,10,48897.05,8B-BOB,POTS,SBCIIIART5,O10T15M,2015
964683.75,BOB,FRA,6099.75,20331,108778.53,44,964683.75,8A-BOB,TRAMMEL,SBCIIIART5,O10T15M,2015
949140.38,BOB,FRA,4926.1,15845,84977.73,39,949140.38,8B-BOB,TRAMMEL,SBCIIIART5,O10T15M,2015
58135.94,BOB,FRA,445.07,3357,7411.36,21,58135.94,8A-BOB,DREDGE,SBCIIIART5,O10T15M,2016
2315.7,BOB,FRA,30.18,685,335,6,2315.7,8B-BOB,DREDGE,SBCIIIART5,O10T15M,2016
303040.39,BOB,FRA,1905.72,11425,30789.82,15,303040.39,8A-BOB,GILL,SBCIIIART5,O10T15M,2016
263674.97,BOB,FRA,1507.12,13331,16962.77,16,263674.97,8B-BOB,GILL,SBCIIIART5,O10T15M,2016
162074.7,BOB,FRA,1102.95,2334,13434.59,13,162074.7,8A-BOB,LONGLINE,SBCIIIART5,O10T15M,2016
168965.77,BOB,FRA,1320.27,3257,14962.54,15,168965.77,8B-BOB,LONGLINE,SBCIIIART5,O10T15M,2016
2017865.88,BOB,FRA,9984.62,32334,267507.76,38,2017865.88,8A-BOB,OTTER,SBCIIIART5,O10T15M,2016
769448.15,BOB,FRA,4241.69,16242,99620.93,23,769448.15,8B-BOB,OTTER,SBCIIIART5,O10T15M,2016
115049.49,BOB,FRA,759.83,4552,13232.86,4,115049.49,8A-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2016
62700.94,BOB,FRA,363.56,2701,9065.82,4,62700.94,8B-BOB,PEL_TRAWL,SBCIIIART5,O10T15M,2016
94484.22,BOB,FRA,753.21,1828,9331.85,9,94484.22,8A-BOB,POTS,SBCIIIART5,O10T15M,2016
56959,BOB,FRA,309.96,973,3683.12,5,56959,8B-BOB,POTS,SBCIIIART5,O10T15M,2016
828506.16,BOB,FRA,5303.84,16229,93819.97,37,828506.16,8A-BOB,TRAMMEL,SBCIIIART5,O10T15M,2016
940874.5,BOB,FRA,4670.9,14544,81906.19,37,940874.5,8B-BOB,TRAMMEL,SBCIIIART5,O10T15M,2016
33226,IIB,PRT,,,4347.44,4,33226,8C-9A,3B,IIB72AB,O10T15M,2003
1069,IIB,PRT,,,153.14,1,1069,8C-9A,3C,IIB72AB,O10T15M,2003
15187,IIB,PRT,,,2334.42,5,15187,8C-9A,3C,IIB72AB,O10T15M,2004
26220,IIB,PRT,,,3729.28,11,26220,8C-9A,3B,IIB72AB,O10T15M,2005
62878,IIB,PRT,,,8454.11,24,62878,8C-9A,3C,IIB72AB,O10T15M,2005
382,IIB,PRT,,,59.48,1,382,8C-9A,3A,IIB72AB,O10T15M,2006
50752,IIB,PRT,,,7107.82,14,50752,8C-9A,3B,IIB72AB,O10T15M,2006
112386,IIB,PRT,,,14405.95,27,112386,8C-9A,3C,IIB72AB,O10T15M,2006
71,IIB,PRT,,,7.02,1,71,8C-9A,3A,IIB72AB,O10T15M,2007
84384,IIB,PRT,,,12725.06,15,84384,8C-9A,3B,IIB72AB,O10T15M,2007
135113,IIB,PRT,,,17838.96,31,135113,8C-9A,3C,IIB72AB,O10T15M,2007
13105,IIB,PRT,,,2378.58,2,13105,8C-9A,3A,IIB72AB,O10T15M,2008
104430,IIB,PRT,,,14478.92,23,104430,8C-9A,3B,IIB72AB,O10T15M,2008
119727,IIB,PRT,,,15587.58,29,119727,8C-9A,3C,IIB72AB,O10T15M,2008
4678.52,IIB,FRA,18.14,516,471.12,1,4678.52,8C-9A,3B,IIB72AB,O10T15M,2009
176,IIB,FRA,1,176,7,1,176,8C-9A,3C,IIB72AB,O10T15M,2009
35862,IIB,PRT,,,5962.66,2,35862,8C-9A,3A,IIB72AB,O10T15M,2009
157906,IIB,PRT,,,22157.97,24,157906,8C-9A,3B,IIB72AB,O10T15M,2009
162909,IIB,PRT,,,21548.6,33,162909,8C-9A,3C,IIB72AB,O10T15M,2009
45159,IIB,PRT,,,7857.92,2,45159,8C-9A,3A,IIB72AB,O10T15M,2010
142579,IIB,PRT,,,20510.97,30,142579,8C-9A,3B,IIB72AB,O10T15M,2010
140068,IIB,PRT,,,18494.59,27,140068,8C-9A,3C,IIB72AB,O10T15M,2010
352,IIB,FRA,2,352,14,1,352,8C-9A,3B,IIB72AB,O10T15M,2011
1098.01,IIB,FRA,6.24,352,43.67,1,1098.01,8C-9A,3C,IIB72AB,O10T15M,2011
50829,IIB,PRT,,,8765.82,2,50829,8C-9A,3A,IIB72AB,O10T15M,2011
88224,IIB,PRT,,,11962.43,14,88224,8C-9A,3B,IIB72AB,O10T15M,2011
189677,IIB,PRT,,,24593.77,31,189677,8C-9A,3C,IIB72AB,O10T15M,2011
1029,IIB,FRA,7,147,63,1,1029,8C-9A,3C,IIB72AB,O10T15M,2012
43956,IIB,PRT,,,7790.38,2,43956,8C-9A,3A,IIB72AB,O10T15M,2012
91618,IIB,PRT,,,11764.01,12,91618,8C-9A,3B,IIB72AB,O10T15M,2012
45721,IIB,PRT,,,5519.09,15,45721,8C-9A,3C,IIB72AB,O10T15M,2012
44458,IIB,PRT,,,7926.81,3,44458,8C-9A,3A,IIB72AB,O10T15M,2013
68071,IIB,PRT,,,8682.49,11,68071,8C-9A,3B,IIB72AB,O10T15M,2013
36613,IIB,PRT,,,4538.01,18,36613,8C-9A,3C,IIB72AB,O10T15M,2013
7613.06,IIB,FRA,31,449,790.8,1,7613.06,8C-9A,3B,IIB72AB,O10T15M,2014
441,IIB,FRA,3,147,27,1,441,8C-9A,3C,IIB72AB,O10T15M,2014
108523,IIB,PRT,,,15530.52,4,108523,8C-9A,3A,IIB72AB,O10T15M,2014
43112,IIB,PRT,,,5753.32,7,43112,8C-9A,3B,IIB72AB,O10T15M,2014
22272,IIB,PRT,,,2832.65,9,22272,8C-9A,3C,IIB72AB,O10T15M,2014
11642.4,IIB,ESP,176,,1603.36,1,11642.4,8C-9A,3C,IIB72AB,O10T15M,2015
5230.24,IIB,FRA,21.71,449,550,2,5230.24,8C-9A,3B,IIB72AB,O10T15M,2015
134247,IIB,PRT,,,17122.27,3,134247,8C-9A,3A,IIB72AB,O10T15M,2015
40539,IIB,PRT,,,5580.15,12,40539,8C-9A,3B,IIB72AB,O10T15M,2015
20855,IIB,PRT,,,2929.17,12,20855,8C-9A,3C,IIB72AB,O10T15M,2015
3013.5,IIB,ESP,1032,154.6,772.44,10,3013.5,8C-9A,3B,IIB72AB,O10T15M,2016
149322.6,IIB,ESP,22432,4360.26,20162.84,354,149322.6,8C-9A,3C,IIB72AB,O10T15M,2016
276.22,IIB,FRA,1.45,191,33.9,1,276.22,8C-9A,3B,IIB72AB,O10T15M,2016
154498.87,IIB,PRT,,,15225.17,5,154498.87,8C-9A,3A,IIB72AB,O10T15M,2016
21136.32,IIB,PRT,,,2900.93,7,21136.32,8C-9A,3B,IIB72AB,O10T15M,2016
19171.4,IIB,PRT,,,2674.99,8,19171.4,8C-9A,3C,IIB72AB,O10T15M,2016
1480,IIB,FRA,,,288,2,1480,8C-9A,3B,NONE,O10T15M,2003
3318,IIB,FRA,,,986,1,3318,8C-9A,3C,NONE,O10T15M,2003
2054,IIB,FRA,,,609,1,2054,8C-9A,3T,NONE,O10T15M,2003
16658,IIB,PRT,152,1569.75,2944.89,6,16658,8C-9A,3B,NONE,O10T15M,2003
859,IIB,PRT,15,131.7,149.08,2,859,8C-9A,3C,NONE,O10T15M,2003
36798,IIB,PRT,,,5581.32,11,36798,8C-9A,3T,NONE,O10T15M,2003
3119,IIB,PRT,,,478.02,7,3119,8C-9A,POTS,NONE,O10T15M,2003
525,IIB,FRA,,,11,1,525,8C-9A,3T,NONE,O10T15M,2004
1241,IIB,FRA,,,528,1,1241,8C-9A,PEL_SEINE,NONE,O10T15M,2004
623,IIB,PRT,,,110.34,2,623,8C-9A,3T,NONE,O10T15M,2004
518,IIB,PRT,,,74.6,2,518,8C-9A,POTS,NONE,O10T15M,2004
660,IIB,FRA,,,60,1,660,8C-9A,3B,NONE,O10T15M,2005
474,IIB,FRA,,,87,1,474,8C-9A,3C,NONE,O10T15M,2005
365,IIB,FRA,,,132,1,365,8C-9A,GILL,NONE,O10T15M,2005
25638,IIB,PRT,247,2211.3,4114.62,6,25638,8C-9A,3B,NONE,O10T15M,2005
37393,IIB,PRT,383,1842.92,5189.63,8,37393,8C-9A,3C,NONE,O10T15M,2005
65813,IIB,PRT,,,9855.01,24,65813,8C-9A,3T,NONE,O10T15M,2005
73475,IIB,PRT,,,10249.93,23,73475,8C-9A,POTS,NONE,O10T15M,2005
550,IIB,FRA,,,90,1,550,8C-9A,3A,NONE,O10T15M,2006
3232,IIB,FRA,,,495,1,3232,8C-9A,3B,NONE,O10T15M,2006
588,IIB,FRA,,,45,1,588,8C-9A,3C,NONE,O10T15M,2006
1878,IIB,FRA,,,244,1,1878,8C-9A,3T,NONE,O10T15M,2006
330,IIB,FRA,,,45,1,330,8C-9A,DREDGE,NONE,O10T15M,2006
920,IIB,FRA,,,132,1,920,8C-9A,GILL,NONE,O10T15M,2006
730,IIB,FRA,,,264,1,730,8C-9A,PEL_SEINE,NONE,O10T15M,2006
47027,IIB,PRT,503,3021.99,7601.68,9,47027,8C-9A,3B,NONE,O10T15M,2006
52976,IIB,PRT,544,2226.08,7078.75,8,52976,8C-9A,3C,NONE,O10T15M,2006
135727,IIB,PRT,,,19488.07,51,135727,8C-9A,3T,NONE,O10T15M,2006
265,IIB,PRT,,,36.7,1,265,8C-9A,GILL,NONE,O10T15M,2006
121213,IIB,PRT,,,16596.15,36,121213,8C-9A,POTS,NONE,O10T15M,2006
3630,IIB,FRA,,,456,1,3630,8C-9A,3A,NONE,O10T15M,2007
22704,IIB,FRA,,,3660,1,22704,8C-9A,3B,NONE,O10T15M,2007
700,IIB,FRA,,,114,1,700,8C-9A,3C,NONE,O10T15M,2007
89,IIB,PRT,1,11.79,11.79,1,89,8C-9A,3A,NONE,O10T15M,2007
98168,IIB,PRT,992,4676.07,15660.89,16,98168,8C-9A,3B,NONE,O10T15M,2007
51615,IIB,PRT,484,2156.29,6837.88,9,51615,8C-9A,3C,NONE,O10T15M,2007
340488,IIB,PRT,,,47610.24,82,340488,8C-9A,3T,NONE,O10T15M,2007
10325,IIB,PRT,,,1568.97,4,10325,8C-9A,GILL,NONE,O10T15M,2007
178316,IIB,PRT,,,24532.71,43,178316,8C-9A,POTS,NONE,O10T15M,2007
11539,IIB,FRA,,,1448,2,11539,8C-9A,3B,NONE,O10T15M,2008
2316,IIB,FRA,,,264,1,2316,8C-9A,3T,NONE,O10T15M,2008
110193,IIB,PRT,1181,5131.25,17801.06,13,110193,8C-9A,3B,NONE,O10T15M,2008
56083,IIB,PRT,449,2038.72,7710.89,11,56083,8C-9A,3C,NONE,O10T15M,2008
386146,IIB,PRT,,,56436.2,86,386146,8C-9A,3T,NONE,O10T15M,2008
2305,IIB,PRT,,,257.43,5,2305,8C-9A,GILL,NONE,O10T15M,2008
250634,IIB,PRT,,,34884.96,66,250634,8C-9A,POTS,NONE,O10T15M,2008
242,IIB,FRA,1,242,27.09,1,242,8C-9A,3A,NONE,O10T15M,2009
2923.26,IIB,FRA,17.86,345,173.01,2,2923.26,8C-9A,3B,NONE,O10T15M,2009
2062.84,IIB,FRA,14.07,367,128.06,1,2062.84,8C-9A,3C,NONE,O10T15M,2009
3817.58,IIB,FRA,16.62,821,298.29,3,3817.58,8C-9A,3T,NONE,O10T15M,2009
37.11,IIB,FRA,0.23,161,6.44,1,37.11,8C-9A,DREDGE,NONE,O10T15M,2009
177.49,IIB,FRA,1.29,356,16.28,1,177.49,8C-9A,GILL,NONE,O10T15M,2009
111.67,IIB,FRA,1.14,242,28.94,1,111.67,8C-9A,PEL_SEINE,NONE,O10T15M,2009
96331,IIB,PRT,1035,4625.47,15791.19,12,96331,8C-9A,3B,NONE,O10T15M,2009
43053,IIB,PRT,355,1826.99,6127.16,10,43053,8C-9A,3C,NONE,O10T15M,2009
397042,IIB,PRT,,,55562.81,75,397042,8C-9A,3T,NONE,O10T15M,2009
930,IIB,PRT,,,99.58,3,930,8C-9A,GILL,NONE,O10T15M,2009
216433,IIB,PRT,,,30497.46,62,216433,8C-9A,POTS,NONE,O10T15M,2009
55063.31,IIB,ESP,750,305.26,8878.28,5,55063.31,8C-9A,3A,NONE,O10T15M,2010
971366.01,IIB,ESP,16394,3380.45,164183.78,79,971366.01,8C-9A,3B,NONE,O10T15M,2010
639481.5,IIB,ESP,11828,1989.76,111743.66,137,639481.5,8C-9A,3C,NONE,O10T15M,2010
763907.29,IIB,ESP,12940,3111.32,132134.01,72,763907.29,8C-9A,3T,NONE,O10T15M,2010
25429.57,IIB,ESP,821,184.12,5602.64,12,25429.57,8C-9A,BEAM,NONE,O10T15M,2010
6137.27,IIB,ESP,225,75.97,1898.92,3,6137.27,8C-9A,DEM_SEINE,NONE,O10T15M,2010
513566.92,IIB,ESP,7043,1331.14,82100.35,54,513566.92,8C-9A,DREDGE,NONE,O10T15M,2010
129109.87,IIB,ESP,2126,474.68,21940.63,16,129109.87,8C-9A,GILL,NONE,O10T15M,2010
1132346.61,IIB,ESP,18887,3581.66,182796.21,121,1132346.61,8C-9A,NONE,NONE,O10T15M,2010
1847.79,IIB,ESP,15,13.59,195.39,1,1847.79,8C-9A,OTTER,NONE,O10T15M,2010
490089.48,IIB,ESP,10351,1867.22,81552.81,39,490089.48,8C-9A,PEL_SEINE,NONE,O10T15M,2010
1342547.14,IIB,ESP,26077,2728.06,235968.57,99,1342547.14,8C-9A,POTS,NONE,O10T15M,2010
1012.85,IIB,FRA,7.17,888,151.44,1,1012.85,8C-9A,3A,NONE,O10T15M,2010
10843.93,IIB,FRA,46.24,944,1020.48,2,10843.93,8C-9A,3B,NONE,O10T15M,2010
2231.02,IIB,FRA,17.01,309,211.43,2,2231.02,8C-9A,3C,NONE,O10T15M,2010
3704.6,IIB,FRA,16.61,942,230.74,4,3704.6,8C-9A,3T,NONE,O10T15M,2010
360,IIB,FRA,3,183,48.9,1,360,8C-9A,DREDGE,NONE,O10T15M,2010
439,IIB,FRA,2,294,16.75,1,439,8C-9A,GILL,NONE,O10T15M,2010
289.85,IIB,FRA,3.97,73,123.09,1,289.85,8C-9A,PEL_SEINE,NONE,O10T15M,2010
259,IIB,FRA,2,149,24.68,1,259,8C-9A,POTS,NONE,O10T15M,2010
82,IIB,IRL,,82,21,1,82,8C-9A,3A,NONE,O10T15M,2010
81445,IIB,PRT,816,5086.91,13519.69,9,81445,8C-9A,3B,NONE,O10T15M,2010
51577,IIB,PRT,515,2164.94,6864.4,9,51577,8C-9A,3C,NONE,O10T15M,2010
474877,IIB,PRT,,,70734.09,90,474877,8C-9A,3T,NONE,O10T15M,2010
166,IIB,PRT,,,18.68,1,166,8C-9A,GILL,NONE,O10T15M,2010
231522,IIB,PRT,,,32216.46,71,231522,8C-9A,POTS,NONE,O10T15M,2010
52661.39,IIB,ESP,660,243.64,8523.98,8,52661.39,8C-9A,3A,NONE,O10T15M,2011
932612.41,IIB,ESP,17889,4064.65,161241.2,70,932612.41,8C-9A,3B,NONE,O10T15M,2011
786339.67,IIB,ESP,18252,2593.14,141466.8,179,786339.67,8C-9A,3C,NONE,O10T15M,2011
798558.37,IIB,ESP,13997,3153.21,136426.83,80,798558.37,8C-9A,3T,NONE,O10T15M,2011
15661.4,IIB,ESP,508,128.7,3288.08,10,15661.4,8C-9A,BEAM,NONE,O10T15M,2011
1030.48,IIB,ESP,48,26.43,375.54,2,1030.48,8C-9A,DEM_SEINE,NONE,O10T15M,2011
357132.6,IIB,ESP,4712,1344.77,56840.59,43,357132.6,8C-9A,DREDGE,NONE,O10T15M,2011
140846.51,IIB,ESP,2214,566.99,21995.32,11,140846.51,8C-9A,GILL,NONE,O10T15M,2011
913221.05,IIB,ESP,15726,3023.67,148730.35,106,913221.05,8C-9A,NONE,NONE,O10T15M,2011
1680.2,IIB,ESP,25,63.81,271.21,2,1680.2,8C-9A,OTTER,NONE,O10T15M,2011
461136.76,IIB,ESP,15511,1845.31,74935.65,39,461136.76,8C-9A,PEL_SEINE,NONE,O10T15M,2011
1293018.26,IIB,ESP,25738,2626.44,228554.82,104,1293018.26,8C-9A,POTS,NONE,O10T15M,2011
8383.2,IIB,FRA,34.45,796,777.01,1,8383.2,8C-9A,3B,NONE,O10T15M,2011
7206.29,IIB,FRA,46.61,605,402.67,3,7206.29,8C-9A,3C,NONE,O10T15M,2011
3652.84,IIB,FRA,16.59,1046,273.17,3,3652.84,8C-9A,3T,NONE,O10T15M,2011
247,IIB,FRA,2,132,24.99,1,247,8C-9A,DREDGE,NONE,O10T15M,2011
294,IIB,FRA,1,294,7.22,1,294,8C-9A,GILL,NONE,O10T15M,2011
438,IIB,FRA,6,73,186,1,438,8C-9A,PEL_SEINE,NONE,O10T15M,2011
59136,IIB,PRT,614,3504.72,11090.75,6,59136,8C-9A,3B,NONE,O10T15M,2011
29763,IIB,PRT,292,1457.63,3961.15,6,29763,8C-9A,3C,NONE,O10T15M,2011
444680,IIB,PRT,,,65075.03,77,444680,8C-9A,3T,NONE,O10T15M,2011
234655,IIB,PRT,,,32754.39,71,234655,8C-9A,POTS,NONE,O10T15M,2011
75640,IIB,ESP,896,1877,10549,15,75640,8C-9A,3A,NONE,O10T15M,2012
729990,IIB,ESP,28869,28678,127923,56,729990,8C-9A,3B,NONE,O10T15M,2012
679566,IIB,ESP,31088,27016,120489,193,679566,8C-9A,3C,NONE,O10T15M,2012
708641,IIB,ESP,25958,26593,121211,41,708641,8C-9A,3T,NONE,O10T15M,2012
40016,IIB,ESP,4640,2290,7623,30,40016,8C-9A,BEAM,NONE,O10T15M,2012
1504,IIB,ESP,59,235,509,4,1504,8C-9A,DEM_SEINE,NONE,O10T15M,2012
943,IIB,ESP,33,183,227,2,943,8C-9A,DREDGE,NONE,O10T15M,2012
111556,IIB,ESP,2170,6656,21389,16,111556,8C-9A,GILL,NONE,O10T15M,2012
29684,IIB,ESP,4146,3893,5416,20,29684,8C-9A,NONE,NONE,O10T15M,2012
29769,IIB,ESP,337,743,3226,4,29769,8C-9A,OTTER,NONE,O10T15M,2012
397873,IIB,ESP,12769,11541,67455,45,397873,8C-9A,PEL_SEINE,NONE,O10T15M,2012
155397,IIB,ESP,10325,7571,27844,14,155397,8C-9A,POTS,NONE,O10T15M,2012
308,IIB,FRA,3,132,38.72,1,308,8C-9A,3A,NONE,O10T15M,2012
2972.13,IIB,FRA,13.27,677,256,1,2972.13,8C-9A,3B,NONE,O10T15M,2012
2479.91,IIB,FRA,17.5,404,251.47,2,2479.91,8C-9A,3C,NONE,O10T15M,2012
7309.63,IIB,FRA,35.91,794,865,4,7309.63,8C-9A,3T,NONE,O10T15M,2012
421,IIB,FRA,3,263,45.63,2,421,8C-9A,DREDGE,NONE,O10T15M,2012
219,IIB,FRA,3,73,93,1,219,8C-9A,PEL_SEINE,NONE,O10T15M,2012
218,IIB,FRA,2,115,21.97,1,218,8C-9A,POTS,NONE,O10T15M,2012
57893,IIB,PRT,647,3713.82,11327.47,4,57893,8C-9A,3B,NONE,O10T15M,2012
18619,IIB,PRT,182,961.62,2503.8,3,18619,8C-9A,3C,NONE,O10T15M,2012
397781,IIB,PRT,,,55467.22,70,397781,8C-9A,3T,NONE,O10T15M,2012
179447,IIB,PRT,,,25249.72,58,179447,8C-9A,POTS,NONE,O10T15M,2012
126869.87,IIB,ESP,1535,,18033.06,9,126869.87,8C-9A,3A,NONE,O10T15M,2013
921548.39,IIB,ESP,20270,,163907.31,65,921548.39,8C-9A,3B,NONE,O10T15M,2013
669135.67,IIB,ESP,15041,,115697.5,208,669135.67,8C-9A,3C,NONE,O10T15M,2013
672611.93,IIB,ESP,11888,,114376.33,53,672611.93,8C-9A,3T,NONE,O10T15M,2013
16774.93,IIB,ESP,612,,4000.11,9,16774.93,8C-9A,BEAM,NONE,O10T15M,2013
5454.43,IIB,ESP,235,,1950.41,3,5454.43,8C-9A,DEM_SEINE,NONE,O10T15M,2013
687728.25,IIB,ESP,8765,,106806.84,78,687728.25,8C-9A,DREDGE,NONE,O10T15M,2013
151227.9,IIB,ESP,2946,,28293.21,13,151227.9,8C-9A,GILL,NONE,O10T15M,2013
19607.59,IIB,ESP,220,,2146.06,4,19607.59,8C-9A,OTTER,NONE,O10T15M,2013
518973.3,IIB,ESP,15958,,84411.4,46,518973.3,8C-9A,PEL_SEINE,NONE,O10T15M,2013
815268.79,IIB,ESP,15603,,141674.86,93,815268.79,8C-9A,POTS,NONE,O10T15M,2013
88,IIB,FRA,0.5,176,9.46,1,88,8C-9A,3A,NONE,O10T15M,2013
10512.83,IIB,FRA,46.37,793,1039.64,3,10512.83,8C-9A,3B,NONE,O10T15M,2013
4628,IIB,FRA,34,527,416.23,4,4628,8C-9A,3C,NONE,O10T15M,2013
4967.83,IIB,FRA,25.17,1082,476.1,5,4967.83,8C-9A,3T,NONE,O10T15M,2013
141,IIB,FRA,1,141,14.89,1,141,8C-9A,DREDGE,NONE,O10T15M,2013
557,IIB,FRA,5,242,111,1,557,8C-9A,PEL_SEINE,NONE,O10T15M,2013
258,IIB,FRA,1,258,25.98,1,258,8C-9A,POTS,NONE,O10T15M,2013
86230,IIB,PRT,883,4770.63,16541.5,6,86230,8C-9A,3B,NONE,O10T15M,2013
27585,IIB,PRT,270,1472.32,3989.1,2,27585,8C-9A,3C,NONE,O10T15M,2013
469618,IIB,PRT,,,68255.39,75,469618,8C-9A,3T,NONE,O10T15M,2013
30650,IIB,PRT,213,1582.4,3681.43,2,30650,8C-9A,GILL,NONE,O10T15M,2013
178683,IIB,PRT,,,25484.78,51,178683,8C-9A,POTS,NONE,O10T15M,2013
62067.86,IIB,ESP,878,187.48,10634.99,6,62067.86,8C-9A,3A,NONE,O10T15M,2014
927916.94,IIB,ESP,16383,4720.49,165488.62,64,927916.94,8C-9A,3B,NONE,O10T15M,2014
662702.42,IIB,ESP,11420,3345.02,111533.1,205,662702.42,8C-9A,3C,NONE,O10T15M,2014
593516.98,IIB,ESP,9758,2518.73,100129.93,62,593516.98,8C-9A,3T,NONE,O10T15M,2014
16661.74,IIB,ESP,604,152.66,4139.56,10,16661.74,8C-9A,BEAM,NONE,O10T15M,2014
3487.58,IIB,ESP,130,17.29,1123.85,2,3487.58,8C-9A,DEM_SEINE,NONE,O10T15M,2014
400142.57,IIB,ESP,10098,1179.55,63111.18,63,400142.57,8C-9A,DREDGE,NONE,O10T15M,2014
74685.83,IIB,ESP,1297,475.58,11933.59,10,74685.83,8C-9A,GILL,NONE,O10T15M,2014
132.3,IIB,ESP,2,16.27,16.27,1,132.3,8C-9A,OTTER,NONE,O10T15M,2014
507577.01,IIB,ESP,10598,2022.4,86223.94,58,507577.01,8C-9A,PEL_SEINE,NONE,O10T15M,2014
867809.48,IIB,ESP,17271,2337.1,155520.76,89,867809.48,8C-9A,POTS,NONE,O10T15M,2014
3190.57,IIB,FRA,13.72,646,489.04,3,3190.57,8C-9A,3A,NONE,O10T15M,2014
525,IIB,FRA,4.33,311,35.32,2,525,8C-9A,3B,NONE,O10T15M,2014
103.9,IIB,FRA,1.26,158,14.03,2,103.9,8C-9A,3C,NONE,O10T15M,2014
2280,IIB,FRA,12.67,360,164.16,1,2280,8C-9A,3T,NONE,O10T15M,2014
2367,IIB,FRA,18,145,186.3,1,2367,8C-9A,DREDGE,NONE,O10T15M,2014
17.65,IIB,FRA,0.24,73,7.5,1,17.65,8C-9A,PEL_SEINE,NONE,O10T15M,2014
2856,IIB,PRT,,,434.28,1,2856,8C-9A,3A,NONE,O10T15M,2014
104410,IIB,PRT,976,6573.96,18168.14,12,104410,8C-9A,3B,NONE,O10T15M,2014
61851,IIB,PRT,406,1610.54,9273.68,6,61851,8C-9A,3C,NONE,O10T15M,2014
480423,IIB,PRT,,,70500.21,74,480423,8C-9A,3T,NONE,O10T15M,2014
8471,IIB,PRT,,,1633,1,8471,8C-9A,GILL,NONE,O10T15M,2014
165557,IIB,PRT,,,23031.25,60,165557,8C-9A,POTS,NONE,O10T15M,2014
29158.96,IIB,ESP,647,,5681.28,5,29158.96,8C-9A,3A,NONE,O10T15M,2015
975654.43,IIB,ESP,19630,,175978.55,97,975654.43,8C-9A,3B,NONE,O10T15M,2015
789229.21,IIB,ESP,18580,,167109.32,77,789229.21,8C-9A,3C,NONE,O10T15M,2015
698668.1,IIB,ESP,11478,,106021.09,75,698668.1,8C-9A,3T,NONE,O10T15M,2015
16175.16,IIB,ESP,585,,3824.16,10,16175.16,8C-9A,BEAM,NONE,O10T15M,2015
2848.87,IIB,ESP,101,,891.19,2,2848.87,8C-9A,DEM_SEINE,NONE,O10T15M,2015
854851.7,IIB,ESP,10479,,133410.07,44,854851.7,8C-9A,DREDGE,NONE,O10T15M,2015
87581.59,IIB,ESP,1874,,16282.04,14,87581.59,8C-9A,GILL,NONE,O10T15M,2015
590246.66,IIB,ESP,7974,,89994.09,52,590246.66,8C-9A,PEL_SEINE,NONE,O10T15M,2015
1761475.97,IIB,ESP,31453,,340634.07,78,1761475.97,8C-9A,POTS,NONE,O10T15M,2015
82,IIB,FRA,1,82,11.82,1,82,8C-9A,3A,NONE,O10T15M,2015
980.34,IIB,FRA,6.8,530,57.91,2,980.34,8C-9A,3B,NONE,O10T15M,2015
663.07,IIB,FRA,8.45,220,257.81,1,663.07,8C-9A,3C,NONE,O10T15M,2015
1172.16,IIB,FRA,5.41,320,69.95,2,1172.16,8C-9A,3T,NONE,O10T15M,2015
177,IIB,FRA,1,177,21.58,1,177,8C-9A,DREDGE,NONE,O10T15M,2015
109,IIB,FRA,1,109,9,1,109,8C-9A,PEL_SEINE,NONE,O10T15M,2015
313,IIB,FRA,2,164,23,1,313,8C-9A,POTS,NONE,O10T15M,2015
2398,IIB,PRT,,,346.05,2,2398,8C-9A,3A,NONE,O10T15M,2015
94606,IIB,PRT,783,4337.26,15568.52,10,94606,8C-9A,3B,NONE,O10T15M,2015
104343,IIB,PRT,227,974.96,14695.48,7,104343,8C-9A,3C,NONE,O10T15M,2015
479231,IIB,PRT,,,69865.72,72,479231,8C-9A,3T,NONE,O10T15M,2015
15435,IIB,PRT,96,1575.3,3601.9,2,15435,8C-9A,GILL,NONE,O10T15M,2015
174577,IIB,PRT,,,24571.02,56,174577,8C-9A,POTS,NONE,O10T15M,2015
85622.97,IIB,ESP,1470,266.94,15267.53,22,85622.97,8C-9A,3A,NONE,O10T15M,2016
766869.08,IIB,ESP,12093,2860.28,138688.72,141,766869.08,8C-9A,3B,NONE,O10T15M,2016
2249673.88,IIB,ESP,30872,5980.17,366631.86,383,2249673.88,8C-9A,3C,NONE,O10T15M,2016
1214814.35,IIB,ESP,26371,5077.44,210409.59,324,1214814.35,8C-9A,3T,NONE,O10T15M,2016
