annex,country,regulated area ,regulated gear ,species,specon,sum_discards,sum_landings,vessel length,year
IIB,ESP,8C-9A,3A,RSE,NONE,,0.659,NONE,2015
IIB,ESP,8C-9A,3A,SBA,NONE,,1.849,NONE,2015
IIB,ESP,8C-9A,3A,SBG,NONE,,3.282,NONE,2015
IIB,ESP,8C-9A,3A,SCM,NONE,,0.003,NONE,2015
IIB,ESP,8C-9A,3A,SCS,NONE,,0.527,NONE,2015
IIB,ESP,8C-9A,3A,SDB,NONE,,0.007,NONE,2015
IIB,ESP,8C-9A,3A,SLM,NONE,,0.011,NONE,2015
IIB,ESP,8C-9A,3A,SLO,NONE,,0.001,NONE,2015
IIB,ESP,8C-9A,3A,SOB,NONE,,0.175,NONE,2015
IIB,ESP,8C-9A,3A,SOX,NONE,,0.046,NONE,2015
IIB,ESP,8C-9A,3A,SQC,NONE,,9.692,NONE,2015
IIB,ESP,8C-9A,3A,SQR,NONE,,0.00165,NONE,2015
IIB,ESP,8C-9A,3A,SQZ,NONE,,0.002,NONE,2015
IIB,ESP,8C-9A,3A,SRG,NONE,,0.02,NONE,2015
IIB,ESP,8C-9A,3A,SSB,NONE,,0.005,NONE,2015
IIB,ESP,8C-9A,3A,SWA,NONE,,3.368,NONE,2015
IIB,ESP,8C-9A,3A,SYC,NONE,,0.0098,NONE,2015
IIB,ESP,8C-9A,3A,TDF,NONE,,0.21,NONE,2015
IIB,ESP,8C-9A,3A,TOD,NONE,,0.056,NONE,2015
IIB,ESP,8C-9A,3A,TOE,NONE,,0.28,NONE,2015
IIB,ESP,8C-9A,3A,UCA,NONE,,0.275,NONE,2015
IIB,ESP,8C-9A,3A,WEG,NONE,,0.01505,NONE,2015
IIB,ESP,8C-9A,3A,WEX,NONE,,2.895,NONE,2015
IIB,ESP,8C-9A,3A,ANF,NONE,0,17.679,NONE,2015
IIB,ESP,8C-9A,3A,SOL,NONE,0,0.173,NONE,2015
IIB,ESP,8C-9A,3A,HKE,NONE,3.161,10.82915,NONE,2015
IIB,ESP,8C-9A,3A,BSS,NONE,,0.522,NONE,2015
IIB,ESP,8C-9A,3A,SCE,NONE,,0.009,NONE,2015
IIB,ESP,8C-9A,3A,NEP,NONE,0,0.09,NONE,2015
IIB,ESP,8C-9A,3A,PEN,NONE,,0.252,NONE,2015
IIB,ESP,8C-9A,3A,POL,NONE,,0.0025,NONE,2015
IIB,ESP,8C-9A,3A,RAJ,NONE,0,1.293,NONE,2015
IIB,ESP,8C-9A,3A,SCR,NONE,,0.144,NONE,2015
IIB,ESP,8C-9A,3A,GAG,NONE,,0.004,NONE,2015
IIB,ESP,8C-9A,3A,TUR,NONE,,0.12,NONE,2015
IIB,ESP,8C-9A,3B,BBS,NONE,,0.0745,NONE,2015
IIB,ESP,8C-9A,3B,BIB,NONE,,13.2837,NONE,2015
IIB,ESP,8C-9A,3B,BIS,NONE,,0.09,NONE,2015
IIB,ESP,8C-9A,3B,BLL,NONE,,1.0018,NONE,2015
IIB,ESP,8C-9A,3B,BLT,NONE,,0.1645,NONE,2015
IIB,ESP,8C-9A,3B,BOG,NONE,,0.394,NONE,2015
IIB,ESP,8C-9A,3B,BOM,NONE,,0.2,NONE,2015
IIB,ESP,8C-9A,3B,BON,NONE,,7.857,NONE,2015
IIB,ESP,8C-9A,3B,BRB,NONE,,1.37635,NONE,2015
IIB,ESP,8C-9A,3B,BSX,NONE,,0.002,NONE,2015
IIB,ESP,8C-9A,3B,CBE,NONE,,0.004,NONE,2015
IIB,ESP,8C-9A,3B,CBR,NONE,,0.1902,NONE,2015
IIB,ESP,8C-9A,3B,CET,NONE,,1.32215,NONE,2015
IIB,ESP,8C-9A,3B,CRU,NONE,,0.01,NONE,2015
IIB,ESP,8C-9A,3B,CTB,NONE,,1.182,NONE,2015
IIB,ESP,8C-9A,3B,CTC,NONE,,9.77305,NONE,2015
IIB,ESP,8C-9A,3B,CTL,NONE,,0.0865,NONE,2015
IIB,ESP,8C-9A,3B,CTZ,NONE,,0.0215,NONE,2015
IIB,ESP,8C-9A,3B,CVJ,NONE,,0.545,NONE,2015
IIB,ESP,8C-9A,3B,DEC,NONE,,0.009,NONE,2015
IIB,ESP,8C-9A,3B,ENG,NONE,,0.01,NONE,2015
IIB,ESP,8C-9A,3B,FIN,NONE,,23.50445,NONE,2015
IIB,ESP,8C-9A,3B,FRZ,NONE,,0.008,NONE,2015
IIB,ESP,8C-9A,3B,FSA,NONE,,0.005,NONE,2015
IIB,ESP,8C-9A,3B,GAU,NONE,,0.004,NONE,2015
IIB,ESP,8C-9A,3B,GGD,NONE,,0.003,NONE,2015
IIB,ESP,8C-9A,3B,GGU,NONE,,0.005,NONE,2015
IIB,ESP,8C-9A,3B,GOX,NONE,,0.003,NONE,2015
IIB,ESP,8C-9A,3B,GPD,NONE,,0.00775,NONE,2015
IIB,ESP,8C-9A,3B,GUI,NONE,,0.0035,NONE,2015
IIB,ESP,8C-9A,3B,GUN,NONE,,0.093,NONE,2015
IIB,ESP,8C-9A,3B,GUR,NONE,,0.05,NONE,2015
IIB,ESP,8C-9A,3B,GUU,NONE,,1.6785,NONE,2015
IIB,ESP,8C-9A,3B,GUX,NONE,,4.7832,NONE,2015
IIB,ESP,8C-9A,3B,GUY,NONE,,0.031,NONE,2015
IIB,ESP,8C-9A,3B,HDR,NONE,,0.059,NONE,2015
IIB,ESP,8C-9A,3B,JOD,NONE,,10.1083,NONE,2015
IIB,ESP,8C-9A,3B,KCA,NONE,,1.032,NONE,2015
IIB,ESP,8C-9A,3B,LBE,NONE,,0.29495,NONE,2015
IIB,ESP,8C-9A,3B,LOX,NONE,,0.0025,NONE,2015
IIB,ESP,8C-9A,3B,LTA,NONE,,0.5425,NONE,2015
IIB,ESP,8C-9A,3B,MAS,NONE,,3.77475,NONE,2015
IIB,ESP,8C-9A,3B,MAX,NONE,,0.003,NONE,2015
IIB,ESP,8C-9A,3B,MGR,NONE,,0.028,NONE,2015
IIB,ESP,8C-9A,3B,MUL,NONE,,0.31525,NONE,2015
IIB,ESP,8C-9A,3B,MUR,NONE,,1.7586,NONE,2015
IIB,ESP,8C-9A,3B,MUT,NONE,,0.84,NONE,2015
IIB,ESP,8C-9A,3B,MUX,NONE,,5.0956,NONE,2015
IIB,ESP,8C-9A,3B,MUZ,NONE,,0.025,NONE,2015
IIB,ESP,8C-9A,3B,MZZ,NONE,,5.33,NONE,2015
IIB,ESP,8C-9A,3B,NON,NONE,,0.015,NONE,2015
IIB,ESP,8C-9A,3B,OCC,NONE,,0.98555,NONE,2015
IIB,ESP,8C-9A,3B,OCT,NONE,,0.068,NONE,2015
IIB,ESP,8C-9A,3B,PAC,NONE,,0.877,NONE,2015
IIB,ESP,8C-9A,3B,REG,NONE,,0.001,NONE,2015
IIB,ESP,8C-9A,3B,ROL,NONE,,0.017,NONE,2015
IIB,ESP,8C-9A,3B,RPG,NONE,,0.061,NONE,2015
IIB,ESP,8C-9A,3B,RSE,NONE,,0.96745,NONE,2015
IIB,ESP,8C-9A,3B,SBA,NONE,,4.03825,NONE,2015
IIB,ESP,8C-9A,3B,SBG,NONE,,0.135,NONE,2015
IIB,ESP,8C-9A,3B,SCL,NONE,,0.31,NONE,2015
IIB,ESP,8C-9A,3B,SCO,NONE,,3.067,NONE,2015
IIB,ESP,8C-9A,3B,SCS,NONE,,0.036,NONE,2015
IIB,ESP,8C-9A,3B,SDU,NONE,,0.045,NONE,2015
IIB,ESP,8C-9A,3B,SJK,NONE,,0.013,NONE,2015
IIB,ESP,8C-9A,3B,SKE,NONE,,0.102,NONE,2015
IIB,ESP,8C-9A,3B,SLM,NONE,,0.06175,NONE,2015
IIB,ESP,8C-9A,3B,SLO,NONE,,0.11525,NONE,2015
IIB,ESP,8C-9A,3B,SNQ,NONE,,0.038,NONE,2015
IIB,ESP,8C-9A,3B,SOO,NONE,,0.01,NONE,2015
IIB,ESP,8C-9A,3B,SOS,NONE,,0.046,NONE,2015
IIB,ESP,8C-9A,3B,SOX,NONE,,0.001,NONE,2015
IIB,ESP,8C-9A,3B,SQC,NONE,,0.05,NONE,2015
IIB,ESP,8C-9A,3B,SQR,NONE,,0.1035,NONE,2015
IIB,ESP,8C-9A,3B,SRG,NONE,,0.128,NONE,2015
IIB,ESP,8C-9A,3B,SVE,NONE,,0.08,NONE,2015
IIB,ESP,8C-9A,3B,SWA,NONE,,2.71355,NONE,2015
IIB,ESP,8C-9A,3B,SYC,NONE,,0.3845,NONE,2015
IIB,ESP,8C-9A,3B,SYT,NONE,,0.044,NONE,2015
IIB,ESP,8C-9A,3B,SYX,NONE,,0.024,NONE,2015
IIB,ESP,8C-9A,3B,TDQ,NONE,,0.0005,NONE,2015
IIB,ESP,8C-9A,3B,TRG,NONE,,0.002,NONE,2015
IIB,ESP,8C-9A,3B,UMO,NONE,,0.01675,NONE,2015
IIB,ESP,8C-9A,3B,USB,NONE,,0.54405,NONE,2015
IIB,ESP,8C-9A,3B,VLO,NONE,,0.016,NONE,2015
IIB,ESP,8C-9A,3B,WRA,NONE,,0.4759,NONE,2015
IIB,ESP,8C-9A,3B,ANF,NONE,,45.3973,NONE,2015
IIB,ESP,8C-9A,3B,COD,NONE,,0.004,NONE,2015
IIB,ESP,8C-9A,3B,SOL,NONE,,7.46955,NONE,2015
IIB,ESP,8C-9A,3B,CRE,NONE,,0.4802,NONE,2015
IIB,ESP,8C-9A,3B,HKE,NONE,,90.75725,NONE,2015
IIB,ESP,8C-9A,3B,PLE,NONE,,0.448,NONE,2015
IIB,ESP,8C-9A,3B,BSS,NONE,,4.63755,NONE,2015
IIB,ESP,8C-9A,3B,FLX,NONE,,0.014,NONE,2015
IIB,ESP,8C-9A,3B,LEZ,NONE,,0.11,NONE,2015
IIB,ESP,8C-9A,3B,POL,NONE,,9.9303,NONE,2015
IIB,ESP,8C-9A,3B,RAJ,NONE,,10.34665,NONE,2015
IIB,ESP,8C-9A,3B,SCR,NONE,,12.93725,NONE,2015
IIB,ESP,8C-9A,3B,GAG,NONE,,0.088,NONE,2015
IIB,ESP,8C-9A,3B,TUR,NONE,,2.4894,NONE,2015
IIB,ESP,8C-9A,3C,BIB,NONE,,0.091,NONE,2015
IIB,ESP,8C-9A,3C,BLL,NONE,,0.0103,NONE,2015
IIB,ESP,8C-9A,3C,BLT,NONE,,0.005,NONE,2015
IIB,ESP,8C-9A,3C,BON,NONE,,0.003,NONE,2015
IIB,ESP,8C-9A,3C,BRB,NONE,,0.054,NONE,2015
IIB,ESP,8C-9A,3C,BRZ,NONE,,0.07,NONE,2015
IIB,ESP,8C-9A,3C,CBR,NONE,,0.02,NONE,2015
IIB,ESP,8C-9A,3C,CET,NONE,,0.0035,NONE,2015
IIB,ESP,8C-9A,3C,DEC,NONE,,0.005,NONE,2015
IIB,ESP,8C-9A,3C,DEX,NONE,,0.26,NONE,2015
IIB,ESP,8C-9A,3C,EEF,NONE,,0.192,NONE,2015
IIB,ESP,8C-9A,3C,FIN,NONE,,2.679,NONE,2015
IIB,ESP,8C-9A,3C,GAR,NONE,,0.018,NONE,2015
IIB,ESP,8C-9A,3C,GGD,NONE,,0.02,NONE,2015
IIB,ESP,8C-9A,3C,GGU,NONE,,0.012,NONE,2015
IIB,ESP,8C-9A,3C,GPD,NONE,,0.114,NONE,2015
IIB,ESP,8C-9A,3C,GPX,NONE,,0.022,NONE,2015
IIB,ESP,8C-9A,3C,GUX,NONE,,0.025,NONE,2015
IIB,ESP,8C-9A,3C,GUY,NONE,,0.0035,NONE,2015
IIB,ESP,8C-9A,3C,JOD,NONE,,0.0123,NONE,2015
IIB,ESP,8C-9A,3C,LEE,NONE,,0.0785,NONE,2015
IIB,ESP,8C-9A,3C,LHT,NONE,,0.06,NONE,2015
IIB,ESP,8C-9A,3C,MAX,NONE,,0.082,NONE,2015
IIB,ESP,8C-9A,3C,MAZ,NONE,,0.155,NONE,2015
IIB,ESP,8C-9A,3C,MUX,NONE,,0.0035,NONE,2015
IIB,ESP,8C-9A,3C,MZZ,NONE,,1.195,NONE,2015
IIB,ESP,8C-9A,3C,OCC,NONE,,0.001,NONE,2015
IIB,ESP,8C-9A,3C,POB,NONE,,0.1,NONE,2015
IIB,ESP,8C-9A,3C,RPG,NONE,,1.1225,NONE,2015
IIB,ESP,8C-9A,3C,RSE,NONE,,0.278,NONE,2015
IIB,ESP,8C-9A,3C,SBA,NONE,,0.00575,NONE,2015
IIB,ESP,8C-9A,3C,SCS,NONE,,0.003,NONE,2015
IIB,ESP,8C-9A,3C,SNQ,NONE,,0.373,NONE,2015
IIB,ESP,8C-9A,3C,SRG,NONE,,0.004,NONE,2015
IIB,ESP,8C-9A,3C,SWA,NONE,,0.722,NONE,2015
IIB,ESP,8C-9A,3C,USB,NONE,,0.4455,NONE,2015
IIB,ESP,8C-9A,3C,VAD,NONE,,0.022,NONE,2015
IIB,ESP,8C-9A,3C,WRA,NONE,,0.016,NONE,2015
IIB,ESP,8C-9A,3C,ANF,NONE,,0.159,NONE,2015
IIB,ESP,8C-9A,3C,COD,NONE,,0.00375,NONE,2015
IIB,ESP,8C-9A,3C,HKE,NONE,,131.02509,NONE,2015
IIB,ESP,8C-9A,3C,BSS,NONE,,3.4185,NONE,2015
IIB,ESP,8C-9A,3C,LIN,NONE,,0.004,NONE,2015
IIB,ESP,8C-9A,3C,POL,NONE,,7.7,NONE,2015
IIB,ESP,8C-9A,3C,RAJ,NONE,,2.089,NONE,2015
IIB,ESP,8C-9A,3C,GAG,NONE,,0.063,NONE,2015
IIB,ESP,8C-9A,3T,BBS,NONE,,0.0228,NONE,2015
IIB,ESP,8C-9A,3T,BEN,NONE,,0.003,NONE,2015
IIB,ESP,8C-9A,3T,BGR,NONE,,1.87285,NONE,2015
IIB,ESP,8C-9A,3T,BHD,NONE,,0.00325,NONE,2015
IIB,ESP,8C-9A,3T,BIB,NONE,,4.0761,NONE,2015
IIB,ESP,8C-9A,3T,BIL,NONE,,0.003,NONE,2015
IIB,ESP,8C-9A,3T,BLL,NONE,,1.1612,NONE,2015
IIB,ESP,8C-9A,3T,BLT,NONE,,0.0292,NONE,2015
IIB,ESP,8C-9A,3T,BLU,NONE,,0.35785,NONE,2015
IIB,ESP,8C-9A,3T,BON,NONE,,1.9484,NONE,2015
IIB,ESP,8C-9A,3T,BOY,NONE,,0.00545,NONE,2015
IIB,ESP,8C-9A,3T,BRB,NONE,,0.9567,NONE,2015
IIB,ESP,8C-9A,3T,BSX,NONE,,0.008,NONE,2015
IIB,ESP,8C-9A,3T,CBM,NONE,,0.22715,NONE,2015
IIB,ESP,8C-9A,3T,CBR,NONE,,0.2243,NONE,2015
IIB,ESP,8C-9A,3T,CET,NONE,,1.4745,NONE,2015
IIB,ESP,8C-9A,3T,COB,NONE,,0.722,NONE,2015
IIB,ESP,8C-9A,3T,COU,NONE,,0.004,NONE,2015
IIB,ESP,8C-9A,3T,CTB,NONE,,0.12,NONE,2015
IIB,ESP,8C-9A,3T,CTC,NONE,,6.93065,NONE,2015
IIB,ESP,8C-9A,3T,CTL,NONE,,0.0015,NONE,2015
IIB,ESP,8C-9A,3T,CTZ,NONE,,0.015,NONE,2015
IIB,ESP,8C-9A,3T,DEN,NONE,,0.0558,NONE,2015
IIB,ESP,8C-9A,3T,EPK,NONE,,0.004,NONE,2015
IIB,ESP,8C-9A,3T,FIN,NONE,,14.61475,NONE,2015
IIB,ESP,8C-9A,3T,FRI,NONE,,0.027,NONE,2015
IIB,ESP,8C-9A,3T,GAC,NONE,,0.111,NONE,2015
IIB,ESP,8C-9A,3T,GAR,NONE,,0.001,NONE,2015
IIB,ESP,8C-9A,3T,GBR,NONE,,2.85225,NONE,2015
IIB,ESP,8C-9A,3T,GGD,NONE,,0.002,NONE,2015
IIB,ESP,8C-9A,3T,GGU,NONE,,0.008,NONE,2015
IIB,ESP,8C-9A,3T,GRX,NONE,,0.469,NONE,2015
IIB,ESP,8C-9A,3T,GUI,NONE,,0.166,NONE,2015
IIB,ESP,8C-9A,3T,GUR,NONE,,0.1495,NONE,2015
IIB,ESP,8C-9A,3T,GUU,NONE,,1.893,NONE,2015
IIB,ESP,8C-9A,3T,GUX,NONE,,1.7965,NONE,2015
IIB,ESP,8C-9A,3T,GUY,NONE,,0.913,NONE,2015
IIB,ESP,8C-9A,3T,HKW,NONE,,0.017,NONE,2015
IIB,ESP,8C-9A,3T,JCX,NONE,,0.22,NONE,2015
IIB,ESP,8C-9A,3T,JOD,NONE,,7.30645,NONE,2015
IIB,ESP,8C-9A,3T,LBE,NONE,,0.17315,NONE,2015
IIB,ESP,8C-9A,3T,LTZ,NONE,,0.0075,NONE,2015
IIB,ESP,8C-9A,3T,LUB,NONE,,0.018,NONE,2015
IIB,ESP,8C-9A,3T,MAS,NONE,,0.182,NONE,2015
IIB,ESP,8C-9A,3T,MGR,NONE,,3.798,NONE,2015
IIB,ESP,8C-9A,3T,MKG,NONE,,0.038,NONE,2015
IIB,ESP,8C-9A,3T,MUL,NONE,,0.0344,NONE,2015
IIB,ESP,8C-9A,3T,MUR,NONE,,0.0621,NONE,2015
IIB,ESP,8C-9A,3T,MUT,NONE,,0.0025,NONE,2015
IIB,ESP,8C-9A,3T,MUX,NONE,,0.0683,NONE,2015
IIB,ESP,8C-9A,3T,MZZ,NONE,,2.33185,NONE,2015
IIB,ESP,8C-9A,3T,OCC,NONE,,4.31335,NONE,2015
IIB,ESP,8C-9A,3T,PAC,NONE,,4.41565,NONE,2015
IIB,ESP,8C-9A,3T,PEL,NONE,,0.005,NONE,2015
IIB,ESP,8C-9A,3T,POD,NONE,,0.001,NONE,2015
IIB,ESP,8C-9A,3T,POP,NONE,,0.0026,NONE,2015
IIB,ESP,8C-9A,3T,QUB,NONE,,0.05,NONE,2015
IIB,ESP,8C-9A,3T,REA,NONE,,0.046,NONE,2015
IIB,ESP,8C-9A,3T,RFE,NONE,,0.069,NONE,2015
IIB,ESP,8C-9A,3T,ROL,NONE,,0.0345,NONE,2015
IIB,ESP,8C-9A,3T,RPG,NONE,,0.14825,NONE,2015
IIB,ESP,8C-9A,3T,RSE,NONE,,0.22385,NONE,2015
IIB,ESP,8C-9A,3T,SBA,NONE,,0.24405,NONE,2015
IIB,ESP,8C-9A,3T,SBG,NONE,,1.721,NONE,2015
IIB,ESP,8C-9A,3T,SCA,NONE,,0.005,NONE,2015
IIB,ESP,8C-9A,3T,SCS,NONE,,0.029,NONE,2015
IIB,ESP,8C-9A,3T,SLO,NONE,,0.024,NONE,2015
IIB,ESP,8C-9A,3T,SNQ,NONE,,0.206,NONE,2015
IIB,ESP,8C-9A,3T,SOO,NONE,,0.01,NONE,2015
IIB,ESP,8C-9A,3T,SOS,NONE,,0.20705,NONE,2015
IIB,ESP,8C-9A,3T,SQR,NONE,,0.0085,NONE,2015
IIB,ESP,8C-9A,3T,SRG,NONE,,0.8845,NONE,2015
IIB,ESP,8C-9A,3T,SSB,NONE,,1.1104,NONE,2015
IIB,ESP,8C-9A,3T,SWA,NONE,,4.044,NONE,2015
IIB,ESP,8C-9A,3T,SYC,NONE,,1.007,NONE,2015
IIB,ESP,8C-9A,3T,TDQ,NONE,,0.0169,NONE,2015
IIB,ESP,8C-9A,3T,TOE,NONE,,0.13,NONE,2015
IIB,ESP,8C-9A,3T,TRG,NONE,,0.1359,NONE,2015
IIB,ESP,8C-9A,3T,TSD,NONE,,0.058,NONE,2015
IIB,ESP,8C-9A,3T,UCA,NONE,,1.02975,NONE,2015
IIB,ESP,8C-9A,3T,USB,NONE,,3.98385,NONE,2015
IIB,ESP,8C-9A,3T,VAR,NONE,,0.145,NONE,2015
IIB,ESP,8C-9A,3T,VLO,NONE,,0.025,NONE,2015
IIB,ESP,8C-9A,3T,WRA,NONE,,1.659,NONE,2015
IIB,ESP,8C-9A,3T,ZEX,NONE,,0.003,NONE,2015
IIB,ESP,8C-9A,3T,ANF,NONE,,12.9904,NONE,2015
IIB,ESP,8C-9A,3T,RED,NONE,,0.005,NONE,2015
IIB,ESP,8C-9A,3T,SOL,NONE,,13.2214,NONE,2015
IIB,ESP,8C-9A,3T,CRE,NONE,,0.20475,NONE,2015
IIB,ESP,8C-9A,3T,HKE,NONE,,7.44905,NONE,2015
IIB,ESP,8C-9A,3T,PLE,NONE,,0.246,NONE,2015
IIB,ESP,8C-9A,3T,BSS,NONE,,8.644,NONE,2015
IIB,ESP,8C-9A,3T,FLX,NONE,,0.3655,NONE,2015
IIB,ESP,8C-9A,3T,SCE,NONE,,0.078,NONE,2015
IIB,ESP,8C-9A,3T,LEZ,NONE,,0.805,NONE,2015
IIB,ESP,8C-9A,3T,POL,NONE,,5.05495,NONE,2015
IIB,ESP,8C-9A,3T,RAJ,NONE,,15.4544,NONE,2015
IIB,ESP,8C-9A,3T,SCR,NONE,,5.982,NONE,2015
IIB,ESP,8C-9A,3T,GAG,NONE,,0.28,NONE,2015
IIB,ESP,8C-9A,3T,TUR,NONE,,1.78765,NONE,2015
IIB,ESP,8C-9A,DREDGE,SVE,NONE,,632.107,NONE,2015
IIB,ESP,8C-9A,DREDGE,VNR,NONE,,1.413,NONE,2015
IIB,ESP,8C-9A,GILL,BIB,NONE,,0.5523,NONE,2015
IIB,ESP,8C-9A,GILL,BLL,NONE,,0.177,NONE,2015
IIB,ESP,8C-9A,GILL,BOG,NONE,,0.085,NONE,2015
IIB,ESP,8C-9A,GILL,BRB,NONE,,0.302,NONE,2015
IIB,ESP,8C-9A,GILL,CBR,NONE,,0.019,NONE,2015
IIB,ESP,8C-9A,GILL,CET,NONE,,0.196,NONE,2015
IIB,ESP,8C-9A,GILL,CTC,NONE,,0.605,NONE,2015
IIB,ESP,8C-9A,GILL,CTE,NONE,,0.004,NONE,2015
IIB,ESP,8C-9A,GILL,ENG,NONE,,0.001,NONE,2015
IIB,ESP,8C-9A,GILL,FIN,NONE,,0.47,NONE,2015
IIB,ESP,8C-9A,GILL,GUI,NONE,,0.06,NONE,2015
IIB,ESP,8C-9A,GILL,GUU,NONE,,0.012,NONE,2015
IIB,ESP,8C-9A,GILL,GUX,NONE,,0.388,NONE,2015
IIB,ESP,8C-9A,GILL,JOD,NONE,,0.24275,NONE,2015
IIB,ESP,8C-9A,GILL,LBE,NONE,,0.031,NONE,2015
IIB,ESP,8C-9A,GILL,MUR,NONE,,0.028,NONE,2015
IIB,ESP,8C-9A,GILL,OCC,NONE,,0.058,NONE,2015
IIB,ESP,8C-9A,GILL,RSE,NONE,,0.013,NONE,2015
IIB,ESP,8C-9A,GILL,RTG,NONE,,0.001,NONE,2015
IIB,ESP,8C-9A,GILL,SBA,NONE,,0.0033,NONE,2015
IIB,ESP,8C-9A,GILL,SBG,NONE,,0.002,NONE,2015
IIB,ESP,8C-9A,GILL,SLO,NONE,,0.001,NONE,2015
IIB,ESP,8C-9A,GILL,SOX,NONE,,0.005,NONE,2015
IIB,ESP,8C-9A,GILL,SQR,NONE,,0.074,NONE,2015
IIB,ESP,8C-9A,GILL,SWA,NONE,,0.065,NONE,2015
IIB,ESP,8C-9A,GILL,SYX,NONE,,0.124,NONE,2015
IIB,ESP,8C-9A,GILL,USB,NONE,,0.01,NONE,2015
IIB,ESP,8C-9A,GILL,WRA,NONE,,0.016,NONE,2015
IIB,ESP,8C-9A,GILL,ANF,NONE,,1.899,NONE,2015
IIB,ESP,8C-9A,GILL,SOL,NONE,,0.5653,NONE,2015
IIB,ESP,8C-9A,GILL,CRE,NONE,,0.106,NONE,2015
IIB,ESP,8C-9A,GILL,HKE,NONE,,1.218,NONE,2015
IIB,ESP,8C-9A,GILL,BSS,NONE,,0.352,NONE,2015
IIB,ESP,8C-9A,GILL,LEZ,NONE,,0.002,NONE,2015
IIB,ESP,8C-9A,GILL,POL,NONE,,0.1258,NONE,2015
IIB,ESP,8C-9A,GILL,RAJ,NONE,,0.529,NONE,2015
IIB,ESP,8C-9A,GILL,SCR,NONE,,1.448,NONE,2015
IIB,ESP,8C-9A,GILL,TUR,NONE,,0.535,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,BGR,NONE,,0.0193,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,BLL,NONE,,0.063,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,BLT,NONE,,5.99,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,BLU,NONE,,0.17775,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,BOG,NONE,,349.0494,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,BON,NONE,,5.8987,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,BRB,NONE,,11.5872,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,FIN,NONE,,0.169,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,FRI,NONE,,4.5,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,GAR,NONE,,0.863,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,GBR,NONE,,0.0154,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,JOD,NONE,,0.0011,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,MAS,NONE,,1215.2665,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,MAZ,NONE,,0.53,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,MUF,NONE,,2.65,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,MUL,NONE,,0.945,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,MUX,NONE,,0.0048,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,MZZ,NONE,,0.02745,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,PAC,NONE,,0.1883,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,REA,NONE,,0.0031,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,SAA,NONE,,1.04,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,SBA,NONE,,0.264,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,SBG,NONE,,0.12,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,SBS,NONE,,40.544,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,SHR,NONE,,0.5,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,SHZ,NONE,,5,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,SIL,NONE,,0.177,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,SLM,NONE,,77.96,NONE,2015
IIB,ESP,8C-9A,PEL_SEINE,SRG,NONE,,0.091,NONE,2015
BOB,FRA,8A-BOB,BEAM,BIB,NONE,,0.16,O10T15M,2003
BOB,FRA,8A-BOB,BEAM,CTC,NONE,,1.517,O10T15M,2003
BOB,FRA,8A-BOB,BEAM,HOM,NONE,,3.153,O10T15M,2003
BOB,FRA,8A-BOB,BEAM,MUX,NONE,,0.084,O10T15M,2003
BOB,FRA,8A-BOB,BEAM,MZZ,NONE,,0.028,O10T15M,2003
BOB,FRA,8A-BOB,BEAM,SCL,NONE,,0.397,O10T15M,2003
BOB,FRA,8A-BOB,BEAM,SDV,NONE,,0.121,O10T15M,2003
BOB,FRA,8A-BOB,BEAM,SQC,NONE,,0.877,O10T15M,2003
BOB,FRA,8A-BOB,BEAM,ANF,NONE,,0.98,O10T15M,2003
BOB,FRA,8A-BOB,BEAM,SOL,NONE,,0.133,O10T15M,2003
BOB,FRA,8A-BOB,BEAM,CRE,NONE,,0.406,O10T15M,2003
BOB,FRA,8A-BOB,BEAM,HKE,NONE,,1.656,O10T15M,2003
BOB,FRA,8A-BOB,BEAM,PLE,NONE,,0.007,O10T15M,2003
BOB,FRA,8A-BOB,BEAM,BSS,NONE,,0.049,O10T15M,2003
BOB,FRA,8A-BOB,BEAM,LIN,NONE,,0.023,O10T15M,2003
