annex,country,regulated area ,regulated gear ,species,specon,sum_discards,sum_landings,vessel length,year
BOB,FRA,8B-BOB,PEL_TRAWL,SPU,NONE,,0.804,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,SQC,NONE,,4.524,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,SRG,NONE,,13.171,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,SSB,NONE,,0.129,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,TRI,NONE,,0.003,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,WEG,NONE,,0.771,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,ANF,NONE,,0.339,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,SOL,NONE,,0.124,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,HKE,NONE,,8.998,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,PLE,NONE,,0.004,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,BSS,NONE,,235.459,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,DGS,NONE,,0.16,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,POL,NONE,,0.02,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,POR,NONE,,0.393,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,TUR,NONE,,0.035,O15M,2006
BOB,FRA,8B-BOB,PEL_TRAWL,WHG,NONE,,12.142,O15M,2006
BOB,FRA,8A-BOB,POTS,BSH,NONE,,2.631,O15M,2006
BOB,FRA,8A-BOB,POTS,CRW,NONE,,0.035,O15M,2006
BOB,FRA,8A-BOB,POTS,LBE,NONE,,2.83,O15M,2006
BOB,FRA,8A-BOB,POTS,CRE,NONE,,490.882,O15M,2006
BOB,FRA,8B-BOB,POTS,CRU,NONE,,0.001,O15M,2006
BOB,FRA,8B-BOB,POTS,CRW,NONE,,0.007,O15M,2006
BOB,FRA,8B-BOB,POTS,ELE,NONE,,0.007,O15M,2006
BOB,FRA,8B-BOB,POTS,LBE,NONE,,0.035,O15M,2006
BOB,FRA,8B-BOB,POTS,SCL,NONE,,0.025,O15M,2006
BOB,FRA,8B-BOB,POTS,SCO,NONE,,0.007,O15M,2006
BOB,FRA,8B-BOB,POTS,WHE,NONE,,0.015,O15M,2006
BOB,FRA,8B-BOB,POTS,SOL,NONE,,0.015,O15M,2006
BOB,FRA,8B-BOB,POTS,CRE,NONE,,1.82,O15M,2006
BOB,FRA,8B-BOB,POTS,LIN,NONE,,0.009,O15M,2006
BOB,FRA,8B-BOB,POTS,POL,NONE,,0.029,O15M,2006
BOB,FRA,8B-BOB,POTS,SCR,NONE,,0.069,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,AGN,NONE,,0.018,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,BIB,NONE,,10.58,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,BLL,NONE,,14.686,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,BRB,NONE,,2.771,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,BSH,NONE,,0.377,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,CET,NONE,,2.286,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,COB,NONE,,0.067,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,CRU,NONE,,0.02,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,CRW,NONE,,3.232,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,CTC,NONE,,47.06,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,DGX,NONE,,0.02,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,ELE,NONE,,0.022,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,FLE,NONE,,0.066,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,GFB,NONE,,0.019,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,GUG,NONE,,3.686,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,GUR,NONE,,9.221,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,GUX,NONE,,2.5,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,HOM,NONE,,1.369,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,JOD,NONE,,0.494,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,LBE,NONE,,2.168,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,MEG,NONE,,3.312,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,MGR,NONE,,10.274,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,MUL,NONE,,0.418,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,MUX,NONE,,3.316,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,MZZ,NONE,,14.161,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,PAC,NONE,,0.006,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,RJB,NONE,,0.855,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,RJC,NONE,,1.183,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,RJM,NONE,,1.201,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,RJN,NONE,,1.93,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,RPG,NONE,,0.003,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,SBG,NONE,,0.02,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,SCL,NONE,,16.056,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,SCO,NONE,,0.022,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,SCX,NONE,,0.055,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,SDV,NONE,,2.286,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,SHD,NONE,,0.13,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,SKA,NONE,,11.522,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,SOS,NONE,,6.149,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,SOX,NONE,,2.652,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,SPU,NONE,,0.384,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,SQC,NONE,,0.307,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,TOE,NONE,,2.664,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,WEG,NONE,,0.595,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,WHE,NONE,,0.052,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,WRA,NONE,,4.489,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,PLA,NONE,,0.003,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,ANF,NONE,,151.724,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,COD,NONE,,0.285,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,DAB,NONE,,0.377,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,SOL,NONE,,609.432,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,CRE,NONE,,9.335,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,HKE,NONE,,24.865,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,PLE,NONE,,12.336,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,BSS,NONE,,40.172,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,LEM,NONE,,0.865,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,LIN,NONE,,11.288,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,SQI,NONE,,0.191,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,NEP,NONE,,4.878,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,DGS,NONE,,1.086,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,POL,NONE,,38.79,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,POR,NONE,,0.041,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,POK,NONE,,0.153,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,SCR,NONE,,86.229,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,TUR,NONE,,11.238,O15M,2006
BOB,FRA,8A-BOB,TRAMMEL,WHG,NONE,,23.738,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,BIB,NONE,,8.404,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,BLL,NONE,,18.286,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,BON,NONE,,0.028,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,BRB,NONE,,2.839,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,BSH,NONE,,2.868,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,CET,NONE,,2.298,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,COB,NONE,,0.352,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,CRW,NONE,,0.208,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,CTC,NONE,,162.587,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,DGX,NONE,,0.262,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,EAG,NONE,,0.043,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,FLE,NONE,,0.299,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,GFB,NONE,,0.007,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,GPD,NONE,,0.019,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,GUG,NONE,,1.689,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,GUR,NONE,,11.43,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,GUX,NONE,,0.901,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,HOM,NONE,,0.012,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,JOD,NONE,,0.064,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,LBE,NONE,,0.878,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,MEG,NONE,,0.185,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,MGR,NONE,,42.597,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,MUL,NONE,,5.796,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,MUX,NONE,,1.238,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,MZZ,NONE,,14.029,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,RJB,NONE,,0.151,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,RJC,NONE,,14.482,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,RJM,NONE,,6.785,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,RJN,NONE,,3.702,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,SBG,NONE,,0.721,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,SCL,NONE,,12.524,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,SCO,NONE,,0.118,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,SDV,NONE,,0.932,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,SHD,NONE,,0.106,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,SKA,NONE,,13.638,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,SOS,NONE,,15.928,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,SOX,NONE,,1.024,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,SPU,NONE,,0.342,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,SQC,NONE,,0.349,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,SRG,NONE,,0.056,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,SSB,NONE,,0.131,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,TOE,NONE,,0.883,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,WEG,NONE,,4.864,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,WRA,NONE,,0.241,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,ANF,NONE,,91.969,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,COD,NONE,,0.006,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,DAB,NONE,,0.002,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,SOL,NONE,,661.655,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,CRE,NONE,,5.336,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,HKE,NONE,,29.031,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,PLE,NONE,,1.893,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,BSS,NONE,,135.264,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,LEM,NONE,,0.019,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,LIN,NONE,,0.764,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,NEP,NONE,,0.111,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,DGS,NONE,,3.331,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,POL,NONE,,4.926,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,POR,NONE,,0.459,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,SCR,NONE,,22.648,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,TUR,NONE,,19.716,O15M,2006
BOB,FRA,8B-BOB,TRAMMEL,WHG,NONE,,16.596,O15M,2006
BOB,SCO,8A-BOB,GILL,SQS,NONE,,0.71,O15M,2006
BOB,SCO,8A-BOB,GILL,ANF,NONE,,27.3913,O15M,2006
BOB,SCO,8A-BOB,GILL,HKE,NONE,,6.1723,O15M,2006
BOB,SCO,8A-BOB,GILL,OTH,NONE,,1.0461,O15M,2006
BOB,SCO,8A-BOB,LONGLINE,RED,NONE,,1.151,O15M,2006
BOB,SCO,8A-BOB,LONGLINE,HKE,NONE,,0.5858,O15M,2006
BOB,SCO,8A-BOB,LONGLINE,LIN,NONE,,0.3404,O15M,2006
BOB,SCO,8A-BOB,LONGLINE,DGS,NONE,,1.5016,O15M,2006
BOB,ENG,8A-BOB,GILL,SRX,NONE,,0.977,O15M,2007
BOB,ENG,8A-BOB,GILL,ANF,NONE,,10.614,O15M,2007
BOB,ENG,8A-BOB,GILL,COD,NONE,,0.182,O15M,2007
BOB,ENG,8A-BOB,GILL,SOL,NONE,,0.003,O15M,2007
BOB,ENG,8A-BOB,GILL,CRE,NONE,,0.005,O15M,2007
BOB,ENG,8A-BOB,GILL,HKE,NONE,,0.038,O15M,2007
BOB,ENG,8A-BOB,GILL,BSS,NONE,,0.566,O15M,2007
BOB,ENG,8A-BOB,GILL,HAD,NONE,,0.001,O15M,2007
BOB,ENG,8A-BOB,GILL,LIN,NONE,,5.844,O15M,2007
BOB,ENG,8A-BOB,GILL,LEZ,NONE,,0.003,O15M,2007
BOB,ENG,8A-BOB,GILL,DGS,NONE,,0.104,O15M,2007
BOB,ENG,8A-BOB,GILL,POL,NONE,,61.839,O15M,2007
BOB,ENG,8A-BOB,GILL,POR,NONE,,0.077,O15M,2007
BOB,ENG,8A-BOB,GILL,POK,NONE,,0.211,O15M,2007
BOB,ENG,8A-BOB,GILL,GAG,NONE,,0.079,O15M,2007
BOB,ENG,8B-BOB,GILL,SRX,NONE,,0.687,O15M,2007
BOB,ENG,8B-BOB,GILL,ANF,NONE,,6.847,O15M,2007
BOB,ENG,8B-BOB,GILL,LIN,NONE,,0.156,O15M,2007
BOB,ENG,8A-BOB,LONGLINE,SRX,NONE,,1.39,O15M,2007
BOB,ENG,8A-BOB,LONGLINE,HKE,NONE,,0.03,O15M,2007
BOB,ENG,8A-BOB,LONGLINE,BSS,NONE,,0.297,O15M,2007
BOB,ENG,8A-BOB,LONGLINE,LIN,NONE,,3.402,O15M,2007
BOB,ENG,8A-BOB,LONGLINE,NOP,NONE,,0.389,O15M,2007
BOB,ENG,8A-BOB,LONGLINE,GAG,NONE,,0.198,O15M,2007
BOB,ENG,8B-BOB,LONGLINE,SRX,NONE,,1.142,O15M,2007
BOB,ENG,8B-BOB,LONGLINE,BSS,NONE,,0.204,O15M,2007
BOB,ENG,8B-BOB,LONGLINE,LIN,NONE,,1.016,O15M,2007
BOB,ENG,8B-BOB,LONGLINE,NOP,NONE,,0.191,O15M,2007
BOB,ENG,8B-BOB,LONGLINE,DGS,NONE,,0.032,O15M,2007
BOB,ENG,8B-BOB,LONGLINE,GAG,NONE,,0.09,O15M,2007
BOB,FRA,8A-BOB,DREDGE,SOL,NONE,,0.025,O15M,2007
BOB,FRA,8A-BOB,DREDGE,SCE,NONE,,1.35,O15M,2007
BOB,FRA,8A-BOB,DREDGE,TUR,NONE,,0.002,O15M,2007
BOB,FRA,8A-BOB,GILL,BIB,NONE,,20.932,O15M,2007
BOB,FRA,8A-BOB,GILL,BLL,NONE,,1.756,O15M,2007
BOB,FRA,8A-BOB,GILL,BON,NONE,,15.19,O15M,2007
BOB,FRA,8A-BOB,GILL,BRB,NONE,,1.536,O15M,2007
BOB,FRA,8A-BOB,GILL,BSH,NONE,,3.714,O15M,2007
BOB,FRA,8A-BOB,GILL,CET,NONE,,0.149,O15M,2007
BOB,FRA,8A-BOB,GILL,COB,NONE,,0.098,O15M,2007
BOB,FRA,8A-BOB,GILL,CRW,NONE,,2.693,O15M,2007
BOB,FRA,8A-BOB,GILL,CTC,NONE,,12.313,O15M,2007
BOB,FRA,8A-BOB,GILL,DEC,NONE,,0.108,O15M,2007
BOB,FRA,8A-BOB,GILL,DGX,NONE,,0.054,O15M,2007
BOB,FRA,8A-BOB,GILL,GFB,NONE,,0.426,O15M,2007
BOB,FRA,8A-BOB,GILL,GPD,NONE,,1.498,O15M,2007
BOB,FRA,8A-BOB,GILL,GUG,NONE,,0.862,O15M,2007
BOB,FRA,8A-BOB,GILL,GUR,NONE,,7.808,O15M,2007
BOB,FRA,8A-BOB,GILL,GUX,NONE,,0.599,O15M,2007
BOB,FRA,8A-BOB,GILL,HOM,NONE,,1.358,O15M,2007
BOB,FRA,8A-BOB,GILL,JOD,NONE,,5.608,O15M,2007
BOB,FRA,8A-BOB,GILL,LBE,NONE,,0.396,O15M,2007
BOB,FRA,8A-BOB,GILL,MEG,NONE,,2.977,O15M,2007
BOB,FRA,8A-BOB,GILL,MGR,NONE,,22.711,O15M,2007
BOB,FRA,8A-BOB,GILL,MUL,NONE,,0.05,O15M,2007
BOB,FRA,8A-BOB,GILL,MUX,NONE,,63.752,O15M,2007
BOB,FRA,8A-BOB,GILL,MZZ,NONE,,13.382,O15M,2007
BOB,FRA,8A-BOB,GILL,PAC,NONE,,0.04,O15M,2007
BOB,FRA,8A-BOB,GILL,POA,NONE,,0.168,O15M,2007
BOB,FRA,8A-BOB,GILL,RJC,NONE,,0.403,O15M,2007
BOB,FRA,8A-BOB,GILL,RJF,NONE,,0.008,O15M,2007
BOB,FRA,8A-BOB,GILL,RJM,NONE,,0.109,O15M,2007
BOB,FRA,8A-BOB,GILL,RJN,NONE,,0.472,O15M,2007
BOB,FRA,8A-BOB,GILL,RPG,NONE,,0.035,O15M,2007
BOB,FRA,8A-BOB,GILL,SBA,NONE,,0.337,O15M,2007
BOB,FRA,8A-BOB,GILL,SBG,NONE,,0.813,O15M,2007
BOB,FRA,8A-BOB,GILL,SCL,NONE,,19.964,O15M,2007
BOB,FRA,8A-BOB,GILL,SDV,NONE,,7.494,O15M,2007
BOB,FRA,8A-BOB,GILL,SKA,NONE,,4.564,O15M,2007
BOB,FRA,8A-BOB,GILL,SOS,NONE,,0.942,O15M,2007
BOB,FRA,8A-BOB,GILL,SOX,NONE,,0.263,O15M,2007
BOB,FRA,8A-BOB,GILL,SPU,NONE,,0.071,O15M,2007
BOB,FRA,8A-BOB,GILL,SQC,NONE,,0.621,O15M,2007
BOB,FRA,8A-BOB,GILL,SRG,NONE,,0.318,O15M,2007
BOB,FRA,8A-BOB,GILL,TOE,NONE,,0.054,O15M,2007
BOB,FRA,8A-BOB,GILL,TRI,NONE,,0.02,O15M,2007
BOB,FRA,8A-BOB,GILL,WEG,NONE,,0.069,O15M,2007
BOB,FRA,8A-BOB,GILL,WRA,NONE,,2.232,O15M,2007
BOB,FRA,8A-BOB,GILL,ANF,NONE,,186.608,O15M,2007
BOB,FRA,8A-BOB,GILL,COD,NONE,,0.245,O15M,2007
BOB,FRA,8A-BOB,GILL,RED,NONE,,0.104,O15M,2007
BOB,FRA,8A-BOB,GILL,SOL,NONE,,66.373,O15M,2007
BOB,FRA,8A-BOB,GILL,CRE,NONE,,3.308,O15M,2007
BOB,FRA,8A-BOB,GILL,HKE,NONE,,637.284,O15M,2007
BOB,FRA,8A-BOB,GILL,PLE,NONE,,0.706,O15M,2007
BOB,FRA,8A-BOB,GILL,BSS,NONE,,22.704,O15M,2007
BOB,FRA,8A-BOB,GILL,HAD,NONE,,0.007,O15M,2007
BOB,FRA,8A-BOB,GILL,LEM,NONE,,0.011,O15M,2007
BOB,FRA,8A-BOB,GILL,LIN,NONE,,13.458,O15M,2007
BOB,FRA,8A-BOB,GILL,SQI,NONE,,0.253,O15M,2007
BOB,FRA,8A-BOB,GILL,NEP,NONE,,0.659,O15M,2007
BOB,FRA,8A-BOB,GILL,DGS,NONE,,1.636,O15M,2007
BOB,FRA,8A-BOB,GILL,POL,NONE,,95.835,O15M,2007
BOB,FRA,8A-BOB,GILL,POR,NONE,,0.817,O15M,2007
BOB,FRA,8A-BOB,GILL,POK,NONE,,0.675,O15M,2007
BOB,FRA,8A-BOB,GILL,SCR,NONE,,3.902,O15M,2007
BOB,FRA,8A-BOB,GILL,TUR,NONE,,1.705,O15M,2007
BOB,FRA,8A-BOB,GILL,WHG,NONE,,12.235,O15M,2007
BOB,FRA,8B-BOB,GILL,BIB,NONE,,10.028,O15M,2007
BOB,FRA,8B-BOB,GILL,BLL,NONE,,0.143,O15M,2007
BOB,FRA,8B-BOB,GILL,BON,NONE,,0.929,O15M,2007
BOB,FRA,8B-BOB,GILL,BRB,NONE,,1.84,O15M,2007
BOB,FRA,8B-BOB,GILL,BSH,NONE,,0.008,O15M,2007
BOB,FRA,8B-BOB,GILL,CET,NONE,,0.104,O15M,2007
BOB,FRA,8B-BOB,GILL,COB,NONE,,0.331,O15M,2007
BOB,FRA,8B-BOB,GILL,CTC,NONE,,0.752,O15M,2007
BOB,FRA,8B-BOB,GILL,DEC,NONE,,0.042,O15M,2007
BOB,FRA,8B-BOB,GILL,DGX,NONE,,0.028,O15M,2007
BOB,FRA,8B-BOB,GILL,GFB,NONE,,0.773,O15M,2007
BOB,FRA,8B-BOB,GILL,GPD,NONE,,0.438,O15M,2007
BOB,FRA,8B-BOB,GILL,GUG,NONE,,0.111,O15M,2007
BOB,FRA,8B-BOB,GILL,GUR,NONE,,0.293,O15M,2007
BOB,FRA,8B-BOB,GILL,GUX,NONE,,0.067,O15M,2007
BOB,FRA,8B-BOB,GILL,HMM,NONE,,0.08,O15M,2007
BOB,FRA,8B-BOB,GILL,HOM,NONE,,0.023,O15M,2007
BOB,FRA,8B-BOB,GILL,JOD,NONE,,0.491,O15M,2007
BOB,FRA,8B-BOB,GILL,MEG,NONE,,1.117,O15M,2007
BOB,FRA,8B-BOB,GILL,MGR,NONE,,84.683,O15M,2007
BOB,FRA,8B-BOB,GILL,MUL,NONE,,0.022,O15M,2007
BOB,FRA,8B-BOB,GILL,MUX,NONE,,0.454,O15M,2007
BOB,FRA,8B-BOB,GILL,MZZ,NONE,,3.516,O15M,2007
BOB,FRA,8B-BOB,GILL,PAC,NONE,,0.072,O15M,2007
BOB,FRA,8B-BOB,GILL,POA,NONE,,1.089,O15M,2007
BOB,FRA,8B-BOB,GILL,RJC,NONE,,0.778,O15M,2007
BOB,FRA,8B-BOB,GILL,RJF,NONE,,0.01,O15M,2007
BOB,FRA,8B-BOB,GILL,SBA,NONE,,0.018,O15M,2007
BOB,FRA,8B-BOB,GILL,SBG,NONE,,1.014,O15M,2007
BOB,FRA,8B-BOB,GILL,SCL,NONE,,0.722,O15M,2007
BOB,FRA,8B-BOB,GILL,SCO,NONE,,0.071,O15M,2007
BOB,FRA,8B-BOB,GILL,SDV,NONE,,0.345,O15M,2007
BOB,FRA,8B-BOB,GILL,SKA,NONE,,0.428,O15M,2007
BOB,FRA,8B-BOB,GILL,SOS,NONE,,0.025,O15M,2007
BOB,FRA,8B-BOB,GILL,SOX,NONE,,0.025,O15M,2007
BOB,FRA,8B-BOB,GILL,SPU,NONE,,0.115,O15M,2007
BOB,FRA,8B-BOB,GILL,SQC,NONE,,0.2,O15M,2007
BOB,FRA,8B-BOB,GILL,SRG,NONE,,1.63,O15M,2007
BOB,FRA,8B-BOB,GILL,WRA,NONE,,0.042,O15M,2007
BOB,FRA,8B-BOB,GILL,ANF,NONE,,258.925,O15M,2007
BOB,FRA,8B-BOB,GILL,COD,NONE,,0.086,O15M,2007
BOB,FRA,8B-BOB,GILL,RED,NONE,,0.208,O15M,2007
BOB,FRA,8B-BOB,GILL,DAB,NONE,,0.08,O15M,2007
BOB,FRA,8B-BOB,GILL,SOL,NONE,,14.001,O15M,2007
BOB,FRA,8B-BOB,GILL,CRE,NONE,,0.269,O15M,2007
BOB,FRA,8B-BOB,GILL,HKE,NONE,,279.316,O15M,2007
BOB,FRA,8B-BOB,GILL,PLE,NONE,,0.032,O15M,2007
BOB,FRA,8B-BOB,GILL,BSS,NONE,,18.215,O15M,2007
BOB,FRA,8B-BOB,GILL,HAD,NONE,,0.764,O15M,2007
BOB,FRA,8B-BOB,GILL,LIN,NONE,,0.608,O15M,2007
BOB,FRA,8B-BOB,GILL,SQI,NONE,,0.077,O15M,2007
BOB,FRA,8B-BOB,GILL,DGS,NONE,,0.24,O15M,2007
BOB,FRA,8B-BOB,GILL,POL,NONE,,9.893,O15M,2007
BOB,FRA,8B-BOB,GILL,POR,NONE,,0.663,O15M,2007
BOB,FRA,8B-BOB,GILL,POK,NONE,,0.007,O15M,2007
BOB,FRA,8B-BOB,GILL,SCR,NONE,,0.235,O15M,2007
BOB,FRA,8B-BOB,GILL,TUR,NONE,,0.156,O15M,2007
BOB,FRA,8B-BOB,GILL,WHG,NONE,,6.216,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,BIB,NONE,,8.338,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,BLL,NONE,,0.002,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,BRB,NONE,,0.839,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,BSH,NONE,,1.858,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,GFB,NONE,,0.412,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,GRC,NONE,,0.224,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,GUR,NONE,,0.05,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,GUX,NONE,,0.02,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,MZZ,NONE,,3.39,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,RJC,NONE,,0.168,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,RJM,NONE,,0.073,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,RJN,NONE,,0.129,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,RPG,NONE,,0.024,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,SBG,NONE,,0.01,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,SCL,NONE,,16.451,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,SDV,NONE,,2.834,O15M,2007
BOB,FRA,8A-BOB,LONGLINE,SKA,NONE,,0.531,O15M,2007
