type_var,YEAR,typeTotal
blue mussel,2013,0.10135
blue mussel,2014,1.68012
blue mussel,2015,0.41573
blue mussel,2016,0.08952
blue mussel,2017,0.0392
blue whiting,1950,0
blue whiting,1951,0
blue whiting,1952,0
blue whiting,1953,0
blue whiting,1954,0
blue whiting,1955,0
blue whiting,1956,0
blue whiting,1957,0
blue whiting,1958,0
blue whiting,1959,0
blue whiting,1960,0
blue whiting,1961,0
blue whiting,1962,0
blue whiting,1963,14.539
blue whiting,1964,15.427
blue whiting,1965,18.024
blue whiting,1966,20.648
blue whiting,1967,21.139
blue whiting,1968,20.756
blue whiting,1969,16.934
blue whiting,1970,10.267
blue whiting,1971,0
blue whiting,1972,4.204
blue whiting,1973,3.915
blue whiting,1974,3.891
blue whiting,1975,4.293
blue whiting,1976,4.533
blue whiting,1977,19.566
blue whiting,1978,16.953
blue whiting,1979,1.795
blue whiting,1980,25.473
blue whiting,1981,35.111
blue whiting,1982,28.973
blue whiting,1983,28.786
blue whiting,1984,20.232
blue whiting,1985,25.835
blue whiting,1986,38.098
blue whiting,1987,36.053
blue whiting,1988,41.645
blue whiting,1989,37.211
blue whiting,1990,34.239
blue whiting,1991,43.452
blue whiting,1992,35.575
blue whiting,1993,36.336
blue whiting,1994,34.242
blue whiting,1995,35.733
blue whiting,1996,33.953
blue whiting,1997,40.382
blue whiting,1998,32.426
blue whiting,1999,33.706
blue whiting,2000,30.143
blue whiting,2001,30.214
blue whiting,2002,29.854
blue whiting,2003,27.945
blue whiting,2004,34.656
blue whiting,2005,48.947
blue whiting,2006,45.7872
blue whiting,2007,31.312
blue whiting,2008,24.59
blue whiting,2009,17.2574
blue whiting,2010,12.7723
blue whiting,2011,3.11717
blue whiting,2012,8.66914
blue whiting,2013,19.53663
blue whiting,2014,26.79354
blue whiting,2015,27.01902
blue whiting,2016,29.97667
blue whiting,2017,30.39196
blue whiting,2018,24.94932
hake,1950,70.21
hake,1951,84.764
hake,1952,76.601
hake,1953,67.805
hake,1954,70.066
hake,1955,105.874
hake,1956,68.524
hake,1957,79.717
hake,1958,77.826
hake,1959,79.226
hake,1960,88.203
hake,1961,100.738
hake,1962,92.208
hake,1963,101.676
hake,1964,104.717
hake,1965,74.822
hake,1966,89.033
hake,1967,97.618
hake,1968,89.074
hake,1969,82.839
hake,1970,99.654
hake,1971,37.816
hake,1972,52.71
hake,1973,62.954
hake,1974,47.814
hake,1975,54.363
hake,1976,46.748
hake,1977,46.358
hake,1978,28.617
hake,1979,40.806
hake,1980,41.923
hake,1981,38.64
hake,1982,37.741
hake,1983,44.999
hake,1984,55.5
hake,1985,51.716
hake,1986,44.267
hake,1987,37.932
hake,1988,37.855
hake,1989,28.141
hake,1990,26.56
hake,1991,31.407
hake,1992,27.207
hake,1993,21.96
hake,1994,23.672
hake,1995,27.138
hake,1996,17.161
hake,1997,18.814
hake,1998,15.724
hake,1999,13.146
hake,2000,19.5
hake,2001,11.76
hake,2002,13.43
hake,2003,14.663
hake,2004,17.315
