Year,FisheriesGuild,variable,value
2018,benthic,guildLandings,4584.721
2018,crustacean,guildLandings,60.23
2018,demersal,guildLandings,10580.812
2018,elasmobranch,guildLandings,921.9
2018,pelagic,guildLandings,201729.528
2018,benthic,guildDiscards,74.88
2018,crustacean,guildDiscards,14.643
2018,demersal,guildDiscards,98.64
2018,elasmobranch,guildDiscards,66.762
2018,pelagic,guildDiscards,60.138
